Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,424803,248812,57452,233443,964510,2025-04-22
IMOEXF,Изменение,4799,17922,17099,3976,43796,2025-04-22
IMOEXF,Количество лиц,7804,2482,40,33,10359,2025-04-22
SBER,Открытые позиции,117947,52191,77552,143308,390998,2025-04-22
SBER,Изменение,15555,-1980,-6340,11195,18430,2025-04-22
SBER,Количество лиц,3965,1294,50,50,5359,2025-04-22
GAZP,Открытые позиции,204790,33940,293700,464550,996980,2025-04-22
GAZP,Изменение,10125,4306,516,6335,21282,2025-04-22
GAZP,Количество лиц,3351,1101,11,112,4575,2025-04-22
SMLT,Открытые позиции,202847,36232,6191,172806,418076,2025-04-22
SMLT,Изменение,-5267,-12743,-1553,5923,-13640,2025-04-22
SMLT,Количество лиц,892,296,5,23,1216,2025-04-22
GMKN,Открытые позиции,367802,33302,178144,512644,1091892,2025-04-22
GMKN,Изменение,35211,-36150,-4412,66949,61598,2025-04-22
GMKN,Количество лиц,1761,270,10,75,2116,2025-04-22
YDEX,Открытые позиции,129652,34066,6114,101700,271532,2025-04-22
YDEX,Изменение,15754,2142,-5446,8166,20616,2025-04-22
YDEX,Количество лиц,1357,297,5,28,1687,2025-04-22
MGNT,Открытые позиции,87257,5179,2708,84786,179930,2025-04-22
MGNT,Изменение,-2262,-495,229,-1538,-4066,2025-04-22
MGNT,Количество лиц,1205,183,8,18,1414,2025-04-22
ABIO,Открытые позиции,3801,545,113,3369,7828,2025-04-22
ABIO,Изменение,-48,-3,0,-45,-96,2025-04-22
ABIO,Количество лиц,74,10,1,2,87,2025-04-22
VTBR,Открытые позиции,149934,38046,32457,144345,364782,2025-04-22
VTBR,Изменение,6082,3239,-3830,-987,4504,2025-04-22
VTBR,Количество лиц,2483,731,17,39,3270,2025-04-22
SGZH,Открытые позиции,60487,63295,4599,1791,130172,2025-04-22
SGZH,Изменение,-438,-2020,-1073,509,-3022,2025-04-22
SGZH,Количество лиц,569,255,3,7,834,2025-04-22
TRNFP,Открытые позиции,120136,27112,3973,96997,248218,2025-04-22
TRNFP,Изменение,599,745,332,186,1862,2025-04-22
TRNFP,Количество лиц,764,143,1,45,953,2025-04-22
WUSH,Открытые позиции,56071,3704,1927,54294,115996,2025-04-22
WUSH,Изменение,2054,-604,-236,2422,3636,2025-04-22
WUSH,Количество лиц,651,118,5,17,791,2025-04-22
VKCO,Открытые позиции,65772,13910,1334,53196,134212,2025-04-22
VKCO,Изменение,1918,-388,-5,2301,3826,2025-04-22
VKCO,Количество лиц,773,236,2,31,1042,2025-04-22
BABA,Открытые позиции,39344,3570,301,36075,79290,2025-04-22
BABA,Изменение,1688,-114,0,1802,3376,2025-04-22
BABA,Количество лиц,403,117,3,3,526,2025-04-22
BIDU,Открытые позиции,30042,1960,1,28083,60086,2025-04-22
BIDU,Изменение,-280,-5,0,-275,-560,2025-04-22
BIDU,Количество лиц,204,42,1,4,251,2025-04-22
SIBN,Открытые позиции,22568,2024,843,21387,46822,2025-04-22
SIBN,Изменение,130,6,1,125,262,2025-04-22
SIBN,Количество лиц,607,84,3,23,717,2025-04-22
RNFT,Открытые позиции,48271,21553,20,26738,96582,2025-04-22
RNFT,Изменение,3325,1954,-519,852,5612,2025-04-22
RNFT,Количество лиц,385,140,1,24,550,2025-04-22
MVID,Открытые позиции,9763,9966,981,778,21488,2025-04-22
MVID,Изменение,-171,-74,-176,-273,-694,2025-04-22
MVID,Количество лиц,130,109,2,5,246,2025-04-22
PIKK,Открытые позиции,46346,14600,1002,32748,94696,2025-04-22
PIKK,Изменение,7281,922,-392,5967,13778,2025-04-22
PIKK,Количество лиц,657,245,3,42,947,2025-04-22
BELU,Открытые позиции,42798,36403,190,6585,85976,2025-04-22
BELU,Изменение,1196,1993,-411,-1208,1570,2025-04-22
BELU,Количество лиц,304,74,1,6,385,2025-04-22
MTLR,Открытые позиции,12337,18100,9375,3612,43424,2025-04-22
MTLR,Изменение,125,-136,-265,-4,-280,2025-04-22
MTLR,Количество лиц,424,322,10,7,763,2025-04-22
POSI,Открытые позиции,81118,51103,4082,34097,170400,2025-04-22
POSI,Изменение,2775,-218,-2221,772,1108,2025-04-22
POSI,Количество лиц,670,183,4,23,880,2025-04-22
ASTR,Открытые позиции,69000,20456,2003,50547,142006,2025-04-22
ASTR,Изменение,-6199,-1648,256,-4295,-11886,2025-04-22
ASTR,Количество лиц,439,114,2,7,562,2025-04-22
SOFL,Открытые позиции,25168,2105,263,23326,50862,2025-04-22
SOFL,Изменение,-245,-230,263,248,36,2025-04-22
SOFL,Количество лиц,180,51,1,12,244,2025-04-22
ALRS,Открытые позиции,19844,3626,80987,97205,201662,2025-04-22
ALRS,Изменение,-673,-105,-70,-638,-1486,2025-04-22
ALRS,Количество лиц,538,151,4,63,756,2025-04-22
NLMK,Открытые позиции,19527,5564,3333,17296,45720,2025-04-22
NLMK,Изменение,702,152,-77,473,1250,2025-04-22
NLMK,Количество лиц,495,123,6,21,645,2025-04-22
AFLT,Открытые позиции,30530,17336,133,13327,61326,2025-04-22
AFLT,Изменение,1695,1850,85,-70,3560,2025-04-22
AFLT,Количество лиц,737,286,4,40,1067,2025-04-22
BANE,Открытые позиции,5576,4202,1995,3369,15142,2025-04-22
BANE,Изменение,-228,-479,-139,112,-734,2025-04-22
BANE,Количество лиц,161,71,4,10,246,2025-04-22
RUAL,Открытые позиции,21394,3610,2346,20130,47480,2025-04-22
RUAL,Изменение,-318,-25,420,127,204,2025-04-22
RUAL,Количество лиц,426,86,6,21,539,2025-04-22
LEAS,Открытые позиции,31010,24324,792,7478,63604,2025-04-22
LEAS,Изменение,1749,-2289,-2027,2011,-556,2025-04-22
LEAS,Количество лиц,225,73,3,9,310,2025-04-22
AFKS,Открытые позиции,7296,5557,1404,3143,17400,2025-04-22
AFKS,Изменение,-922,-679,-143,-386,-2130,2025-04-22
AFKS,Количество лиц,374,205,7,13,599,2025-04-22
RTKM,Открытые позиции,18789,11415,4983,12357,47544,2025-04-22
