Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,381079,214124,30893,197848,823944,2025-04-16
IMOEXF,Изменение,10115,4005,-2038,4072,16154,2025-04-16
IMOEXF,Количество лиц,7241,2107,24,33,9405,2025-04-16
SBER,Открытые позиции,102348,49967,65829,118210,336354,2025-04-16
SBER,Изменение,3197,-3100,-2584,3713,1226,2025-04-16
SBER,Количество лиц,3524,1272,45,45,4886,2025-04-16
GAZP,Открытые позиции,202929,34422,250619,419126,907096,2025-04-16
GAZP,Изменение,-2499,4282,13288,6507,21578,2025-04-16
GAZP,Количество лиц,3105,1206,16,107,4434,2025-04-16
SMLT,Открытые позиции,247803,55526,6864,199141,509334,2025-04-16
SMLT,Изменение,2925,4413,241,-1247,6332,2025-04-16
SMLT,Количество лиц,888,342,6,48,1284,2025-04-16
GMKN,Открытые позиции,312485,83295,179856,409046,984682,2025-04-16
GMKN,Изменение,-1412,-4910,-10075,-6577,-22974,2025-04-16
GMKN,Количество лиц,1522,459,11,53,2045,2025-04-16
YDEX,Открытые позиции,119712,29582,9710,99840,258844,2025-04-16
YDEX,Изменение,-8485,11879,-2,-20366,-16974,2025-04-16
YDEX,Количество лиц,1177,387,3,32,1599,2025-04-16
MGNT,Открытые позиции,85647,5798,4944,84793,181182,2025-04-16
MGNT,Изменение,4280,-1420,-2323,3377,3914,2025-04-16
MGNT,Количество лиц,1214,200,8,17,1439,2025-04-16
ABIO,Открытые позиции,9518,697,0,8821,19036,2025-04-16
ABIO,Изменение,-2,-13,0,11,-4,2025-04-16
ABIO,Количество лиц,69,17,0,8,94,2025-04-16
VTBR,Открытые позиции,161355,25282,30426,166499,383562,2025-04-16
VTBR,Изменение,-8674,8995,-1223,-18892,-19794,2025-04-16
VTBR,Количество лиц,2474,659,15,34,3182,2025-04-16
SGZH,Открытые позиции,60645,69793,9198,50,139686,2025-04-16
SGZH,Изменение,-1422,-1018,454,50,-1936,2025-04-16
SGZH,Количество лиц,593,306,12,1,912,2025-04-16
TRNFP,Открытые позиции,87542,22748,5227,70021,185538,2025-04-16
TRNFP,Изменение,-5095,-1468,1203,-2424,-7784,2025-04-16
TRNFP,Количество лиц,700,129,2,27,858,2025-04-16
WUSH,Открытые позиции,55672,12721,8179,51130,127702,2025-04-16
WUSH,Изменение,1404,828,-223,353,2362,2025-04-16
WUSH,Количество лиц,638,132,5,11,786,2025-04-16
VKCO,Открытые позиции,61670,14847,1334,48157,126008,2025-04-16
VKCO,Изменение,1329,-573,-1,1901,2656,2025-04-16
VKCO,Количество лиц,750,246,2,30,1028,2025-04-16
BABA,Открытые позиции,32464,4402,301,28363,65530,2025-04-16
BABA,Изменение,533,-2053,0,2586,1066,2025-04-16
BABA,Количество лиц,339,130,3,3,475,2025-04-16
BIDU,Открытые позиции,29524,999,1,28526,59050,2025-04-16
BIDU,Изменение,-594,-209,0,-385,-1188,2025-04-16
BIDU,Количество лиц,196,44,1,3,244,2025-04-16
SIBN,Открытые позиции,22131,1861,867,21137,45996,2025-04-16
SIBN,Изменение,-265,-113,56,-96,-418,2025-04-16
SIBN,Количество лиц,598,81,5,25,709,2025-04-16
RNFT,Открытые позиции,43037,21387,11,21661,86096,2025-04-16
RNFT,Изменение,-117,35,-892,-1044,-2018,2025-04-16
RNFT,Количество лиц,382,155,1,20,558,2025-04-16
MVID,Открытые позиции,9104,11151,2804,757,23816,2025-04-16
MVID,Изменение,189,110,-57,22,264,2025-04-16
MVID,Количество лиц,118,126,1,4,249,2025-04-16
PIKK,Открытые позиции,38689,16265,1595,24019,80568,2025-04-16
PIKK,Изменение,2184,-2079,-211,4052,3946,2025-04-16
PIKK,Количество лиц,677,307,4,23,1011,2025-04-16
BELU,Открытые позиции,42961,32631,47,10377,86016,2025-04-16
BELU,Изменение,475,239,-1,235,948,2025-04-16
BELU,Количество лиц,278,73,1,10,362,2025-04-16
MTLR,Открытые позиции,11396,11887,4388,3897,31568,2025-04-16
MTLR,Изменение,459,29,-405,25,108,2025-04-16
MTLR,Количество лиц,386,269,5,12,672,2025-04-16
POSI,Открытые позиции,76232,55057,10228,31403,172920,2025-04-16
POSI,Изменение,683,-5345,-282,5746,802,2025-04-16
POSI,Количество лиц,661,195,3,35,894,2025-04-16
ASTR,Открытые позиции,66983,15791,1958,53150,137882,2025-04-16
ASTR,Изменение,-8878,58,1678,-7258,-14400,2025-04-16
ASTR,Количество лиц,401,88,3,5,497,2025-04-16
SOFL,Открытые позиции,26040,1961,0,24079,52080,2025-04-16
SOFL,Изменение,139,62,0,77,278,2025-04-16
SOFL,Количество лиц,174,49,0,12,235,2025-04-16
