Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,397726,246084,62383,214025,920218,2025-04-25
IMOEXF,Изменение,-13673,-14661,-7444,-6456,-42234,2025-04-25
IMOEXF,Количество лиц,6812,2947,37,36,9832,2025-04-25
SBER,Открытые позиции,103411,42720,87961,148652,382744,2025-04-25
SBER,Изменение,-5494,1324,1485,-5333,-8018,2025-04-25
SBER,Количество лиц,3726,1260,44,70,5100,2025-04-25
GAZP,Открытые позиции,193692,31604,292345,454433,972074,2025-04-25
GAZP,Изменение,10262,1461,-796,8005,18932,2025-04-25
GAZP,Количество лиц,3175,1156,18,96,4445,2025-04-25
SMLT,Открытые позиции,172177,33950,1532,139759,347418,2025-04-25
SMLT,Изменение,7347,2888,-2076,2383,10542,2025-04-25
SMLT,Количество лиц,917,321,4,14,1256,2025-04-25
GMKN,Открытые позиции,380700,32176,169681,518205,1100762,2025-04-25
GMKN,Изменение,34831,-49808,-1539,83100,66584,2025-04-25
GMKN,Количество лиц,1684,271,13,69,2037,2025-04-25
YDEX,Открытые позиции,125838,33269,4552,97121,260780,2025-04-25
YDEX,Изменение,11347,-11920,-7462,15805,7770,2025-04-25
YDEX,Количество лиц,1364,308,6,30,1708,2025-04-25
MGNT,Открытые позиции,85146,5780,2331,81697,174954,2025-04-25
MGNT,Изменение,518,-106,-127,497,782,2025-04-25
MGNT,Количество лиц,1217,171,4,23,1415,2025-04-25
ABIO,Открытые позиции,3215,369,421,3267,7272,2025-04-25
ABIO,Изменение,16,5,0,11,32,2025-04-25
ABIO,Количество лиц,70,11,2,3,86,2025-04-25
VTBR,Открытые позиции,138734,34561,21347,125520,320162,2025-04-25
VTBR,Изменение,-3779,-5495,-6468,-4752,-20494,2025-04-25
VTBR,Количество лиц,2120,791,18,31,2960,2025-04-25
SGZH,Открытые позиции,65737,56931,9805,18611,151084,2025-04-25
SGZH,Изменение,2630,-7969,6319,16918,17898,2025-04-25
SGZH,Количество лиц,598,230,7,2,837,2025-04-25
TRNFP,Открытые позиции,121474,24897,4439,101016,251826,2025-04-25
TRNFP,Изменение,2850,370,0,2480,5700,2025-04-25
TRNFP,Количество лиц,771,137,2,42,952,2025-04-25
WUSH,Открытые позиции,53230,4284,1625,50571,109710,2025-04-25
WUSH,Изменение,2945,246,-1796,903,2298,2025-04-25
WUSH,Количество лиц,633,119,4,12,768,2025-04-25
VKCO,Открытые позиции,66968,20695,1346,47619,136628,2025-04-25
VKCO,Изменение,1277,113,7,1171,2568,2025-04-25
VKCO,Количество лиц,744,255,3,30,1032,2025-04-25
BABA,Открытые позиции,37102,5910,301,31493,74806,2025-04-25
BABA,Изменение,429,612,0,-183,858,2025-04-25
BABA,Количество лиц,373,119,3,3,498,2025-04-25
BIDU,Открытые позиции,29953,1845,1,28109,59908,2025-04-25
BIDU,Изменение,200,-55,0,255,400,2025-04-25
BIDU,Количество лиц,190,40,1,4,235,2025-04-25
SIBN,Открытые позиции,23247,2937,1573,21883,49640,2025-04-25
SIBN,Изменение,544,-708,-73,1179,942,2025-04-25
SIBN,Количество лиц,614,96,6,27,743,2025-04-25
RNFT,Открытые позиции,48528,22872,59,25715,97174,2025-04-25
RNFT,Изменение,-2848,574,-1,-3423,-5698,2025-04-25
RNFT,Количество лиц,365,170,1,22,558,2025-04-25
MVID,Открытые позиции,9433,9157,843,1119,20552,2025-04-25
MVID,Изменение,-238,-1373,-353,782,-1182,2025-04-25
MVID,Количество лиц,123,113,2,6,244,2025-04-25
PIKK,Открытые позиции,44434,14001,2209,32642,93286,2025-04-25
PIKK,Изменение,-7421,3279,1443,-9257,-11956,2025-04-25
PIKK,Количество лиц,698,335,6,37,1076,2025-04-25
BELU,Открытые позиции,39573,31861,155,7867,79456,2025-04-25
BELU,Изменение,979,-455,-389,1045,1180,2025-04-25
BELU,Количество лиц,301,70,2,8,381,2025-04-25
MTLR,Открытые позиции,12352,18262,9498,3588,43700,2025-04-25
MTLR,Изменение,626,351,-285,-10,682,2025-04-25
MTLR,Количество лиц,443,298,9,4,754,2025-04-25
POSI,Открытые позиции,81909,34973,10,46946,163838,2025-04-25
POSI,Изменение,-3687,1,-36,-3724,-7446,2025-04-25
POSI,Количество лиц,690,197,1,28,916,2025-04-25
ASTR,Открытые позиции,79243,20627,557,59173,159600,2025-04-25
ASTR,Изменение,789,33,-70,686,1438,2025-04-25
ASTR,Количество лиц,440,105,1,16,562,2025-04-25
SOFL,Открытые позиции,27128,2534,59,24653,54374,2025-04-25
SOFL,Изменение,563,262,0,301,1126,2025-04-25
SOFL,Количество лиц,187,50,1,14,252,2025-04-25
ALRS,Открытые позиции,20968,3295,80981,98654,203898,2025-04-25
ALRS,Изменение,143,155,-79,-91,128,2025-04-25
ALRS,Количество лиц,563,174,5,59,801,2025-04-25
NLMK,Открытые позиции,18673,5474,4489,17688,46324,2025-04-25
NLMK,Изменение,674,69,-2,603,1344,2025-04-25
NLMK,Количество лиц,491,124,5,21,641,2025-04-25
AFLT,Открытые позиции,25829,13985,83,11927,51824,2025-04-25
AFLT,Изменение,216,-251,-711,-244,-990,2025-04-25
AFLT,Количество лиц,693,268,4,33,998,2025-04-25
BANE,Открытые позиции,5683,4284,584,1983,12534,2025-04-25
BANE,Изменение,3,76,-137,-210,-268,2025-04-25
BANE,Количество лиц,173,65,3,13,254,2025-04-25
RUAL,Открытые позиции,24200,3946,1856,22110,52112,2025-04-25
RUAL,Изменение,-418,62,-151,-631,-1138,2025-04-25
RUAL,Количество лиц,465,90,4,19,578,2025-04-25
LEAS,Открытые позиции,45258,46448,2664,1474,95844,2025-04-25
LEAS,Изменение,2994,1968,-1003,23,3982,2025-04-25
LEAS,Количество лиц,264,93,3,6,366,2025-04-25
AFKS,Открытые позиции,5699,5036,2057,2720,15512,2025-04-25
AFKS,Изменение,184,62,-128,-6,112,2025-04-25
AFKS,Количество лиц,361,211,5,14,591,2025-04-25
