Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,479038,289008,20715,210745,999506,2025-06-12
IMOEXF,Изменение,-15235,-1592,-157,-13800,-30784,2025-06-12
IMOEXF,Количество лиц,8066,2909,23,36,11034,2025-06-12
SBER,Открытые позиции,122375,41299,149941,231017,544632,2025-06-12
SBER,Изменение,9214,-13951,-20188,2977,-21948,2025-06-12
SBER,Количество лиц,3723,1590,63,54,5430,2025-06-12
GAZP,Открытые позиции,244663,67430,481269,658502,1451864,2025-06-12
GAZP,Изменение,-1726,1517,5525,2282,7598,2025-06-12
GAZP,Количество лиц,3505,1348,33,70,4956,2025-06-12
SMLT,Открытые позиции,207069,69878,57432,194623,529002,2025-06-12
SMLT,Изменение,-2326,4157,1118,-5365,-2416,2025-06-12
SMLT,Количество лиц,1054,342,11,28,1435,2025-06-12
GMKN,Открытые позиции,467545,90139,146124,523530,1227338,2025-06-12
GMKN,Изменение,-642,-49,3083,2490,4882,2025-06-12
GMKN,Количество лиц,2105,564,10,45,2724,2025-06-12
YDEX,Открытые позиции,142869,18667,14185,138387,314108,2025-06-12
YDEX,Изменение,12264,-10582,-5032,17814,14464,2025-06-12
YDEX,Количество лиц,1466,231,13,35,1745,2025-06-12
MGNT,Открытые позиции,167299,9817,29844,187326,394286,2025-06-12
MGNT,Изменение,7648,275,-3708,3665,7880,2025-06-12
MGNT,Количество лиц,1539,239,8,27,1813,2025-06-12
ABIO,Открытые позиции,2821,403,1309,3727,8260,2025-06-12
ABIO,Изменение,104,-4,6,114,220,2025-06-12
ABIO,Количество лиц,79,9,3,3,94,2025-06-12
VTBR,Открытые позиции,199368,39653,13738,173453,426212,2025-06-12
VTBR,Изменение,-284,-4176,1775,5667,2982,2025-06-12
VTBR,Количество лиц,2584,645,7,47,3283,2025-06-12
SGZH,Открытые позиции,52084,58697,6852,239,117872,2025-06-12
SGZH,Изменение,-1523,-1346,288,111,-2470,2025-06-12
SGZH,Количество лиц,463,266,7,3,739,2025-06-12
TRNFP,Открытые позиции,121668,48777,84530,157421,412396,2025-06-12
TRNFP,Изменение,4044,1998,457,2503,9002,2025-06-12
TRNFP,Количество лиц,692,190,7,11,900,2025-06-12
WUSH,Открытые позиции,55163,9394,12776,58545,135878,2025-06-12
WUSH,Изменение,2777,-629,-2882,524,-210,2025-06-12
WUSH,Количество лиц,635,166,15,14,830,2025-06-12
VKCO,Открытые позиции,56616,14821,15498,57293,144228,2025-06-12
VKCO,Изменение,5130,-872,-1116,4886,8028,2025-06-12
VKCO,Количество лиц,708,227,11,18,964,2025-06-12
BABA,Открытые позиции,20415,27377,6992,30,54814,2025-06-12
BABA,Изменение,305,4331,2876,-1150,6362,2025-06-12
BABA,Количество лиц,376,90,2,1,469,2025-06-12
BIDU,Открытые позиции,29216,9723,20,19513,58472,2025-06-12
BIDU,Изменение,9,141,0,-132,18,2025-06-12
BIDU,Количество лиц,247,40,1,3,291,2025-06-12
SIBN,Открытые позиции,13979,2744,6841,18076,41640,2025-06-12
SIBN,Изменение,-224,-56,103,-65,-242,2025-06-12
SIBN,Количество лиц,472,107,12,9,600,2025-06-12
RNFT,Открытые позиции,50266,23195,215,27286,100962,2025-06-12
RNFT,Изменение,47,-486,-109,424,-124,2025-06-12
RNFT,Количество лиц,342,134,2,19,497,2025-06-12
MVID,Открытые позиции,8560,12674,6785,2671,30690,2025-06-12
MVID,Изменение,777,-1535,-428,1884,698,2025-06-12
MVID,Количество лиц,131,97,2,10,240,2025-06-12
PIKK,Открытые позиции,42392,30055,11367,23704,107518,2025-06-12
PIKK,Изменение,-3705,-2657,373,-675,-6664,2025-06-12
PIKK,Количество лиц,631,563,9,20,1223,2025-06-12
BELU,Открытые позиции,44432,34175,1300,11557,91464,2025-06-12
BELU,Изменение,1902,-1106,-1297,1711,1210,2025-06-12
BELU,Количество лиц,334,96,2,13,445,2025-06-12
MTLR,Открытые позиции,13816,19638,10298,4476,48228,2025-06-12
MTLR,Изменение,-147,-442,-178,117,-650,2025-06-12
MTLR,Количество лиц,463,308,6,9,786,2025-06-12
POSI,Открытые позиции,87800,13196,510,75114,176620,2025-06-12
