Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,439585,325591,39085,153079,957340,2025-07-02
IMOEXF,Изменение,-14641,3338,2696,-15283,-23890,2025-07-02
IMOEXF,Количество лиц,7939,3143,36,28,11146,2025-07-02
SBER,Открытые позиции,134559,44778,83629,173410,436376,2025-07-02
SBER,Изменение,18555,-277,-4745,14087,27620,2025-07-02
SBER,Количество лиц,3540,838,72,18,4468,2025-07-02
GAZP,Открытые позиции,217358,46769,451597,622186,1337910,2025-07-02
GAZP,Изменение,-5734,-768,-2197,-7163,-15862,2025-07-02
GAZP,Количество лиц,2791,853,28,65,3737,2025-07-02
SMLT,Открытые позиции,177592,51096,41,126537,355266,2025-07-02
SMLT,Изменение,2200,-452,-91,2561,4218,2025-07-02
SMLT,Количество лиц,762,292,4,45,1103,2025-07-02
GMKN,Открытые позиции,436909,48160,89027,477776,1051872,2025-07-02
GMKN,Изменение,-3857,-601,435,-2821,-6844,2025-07-02
GMKN,Количество лиц,1700,414,11,54,2179,2025-07-02
YDEX,Открытые позиции,121231,12993,1168,109406,244798,2025-07-02
YDEX,Изменение,6921,-1795,83,8799,14008,2025-07-02
YDEX,Количество лиц,1097,178,8,52,1335,2025-07-02
MGNT,Открытые позиции,111042,17765,3000,96277,228084,2025-07-02
MGNT,Изменение,1405,11825,844,-9576,4498,2025-07-02
MGNT,Количество лиц,1260,198,5,23,1486,2025-07-02
ABIO,Открытые позиции,856,117,13,752,1738,2025-07-02
ABIO,Изменение,-99,-16,0,-83,-198,2025-07-02
ABIO,Количество лиц,45,11,1,3,60,2025-07-02
VTBR,Открытые позиции,224214,56263,116813,284764,682054,2025-07-02
VTBR,Изменение,13575,5846,53969,61698,135088,2025-07-02
VTBR,Количество лиц,2090,1070,20,18,3198,2025-07-02
SGZH,Открытые позиции,35888,45998,10210,100,92196,2025-07-02
SGZH,Изменение,851,-164,-1140,-125,-578,2025-07-02
SGZH,Количество лиц,294,272,5,3,574,2025-07-02
TRNFP,Открытые позиции,114713,76556,99916,138073,429258,2025-07-02
TRNFP,Изменение,12501,8611,874,4764,26750,2025-07-02
TRNFP,Количество лиц,441,228,3,7,679,2025-07-02
WUSH,Открытые позиции,44282,6016,254,38520,89072,2025-07-02
WUSH,Изменение,-1372,-568,196,-608,-2352,2025-07-02
WUSH,Количество лиц,370,113,4,26,513,2025-07-02
VKCO,Открытые позиции,57680,15201,679,43158,116718,2025-07-02
VKCO,Изменение,-474,-184,69,-221,-810,2025-07-02
VKCO,Количество лиц,637,220,3,32,892,2025-07-02
BABA,Открытые позиции,17026,3845,0,13181,34052,2025-07-02
BABA,Изменение,-44,-24,0,-20,-88,2025-07-02
BABA,Количество лиц,235,53,0,4,292,2025-07-02
BIDU,Открытые позиции,21790,3445,0,18345,43580,2025-07-02
BIDU,Изменение,-642,-16,0,-626,-1284,2025-07-02
BIDU,Количество лиц,123,33,0,4,160,2025-07-02
SIBN,Открытые позиции,8957,5476,1602,5083,21118,2025-07-02
SIBN,Изменение,-216,-254,64,102,-304,2025-07-02
SIBN,Количество лиц,262,80,7,4,353,2025-07-02
RNFT,Открытые позиции,19478,15080,1626,6024,42208,2025-07-02
RNFT,Изменение,323,101,787,1009,2220,2025-07-02
RNFT,Количество лиц,254,112,6,8,380,2025-07-02
MVID,Открытые позиции,5740,8585,3027,182,17534,2025-07-02
MVID,Изменение,-862,745,725,-882,-274,2025-07-02
MVID,Количество лиц,76,84,3,1,164,2025-07-02
PIKK,Открытые позиции,29554,15895,250,13909,59608,2025-07-02
PIKK,Изменение,929,-2983,23,3935,1904,2025-07-02
PIKK,Количество лиц,483,486,5,31,1005,2025-07-02
BELU,Открытые позиции,44183,10453,0,33730,88366,2025-07-02
BELU,Изменение,6750,482,-576,5692,12348,2025-07-02
BELU,Количество лиц,211,68,0,19,298,2025-07-02
MTLR,Открытые позиции,7081,13895,7096,282,28354,2025-07-02
MTLR,Изменение,372,63,-203,106,338,2025-07-02
MTLR,Количество лиц,298,274,5,6,583,2025-07-02
POSI,Открытые позиции,73061,35864,1683,38880,149488,2025-07-02
POSI,Изменение,-12332,15719,1202,-26849,-22260,2025-07-02
POSI,Количество лиц,567,282,6,14,869,2025-07-02
ASTR,Открытые позиции,46731,10893,0,35838,93462,2025-07-02
ASTR,Изменение,2092,-454,-179,2367,3826,2025-07-02
ASTR,Количество лиц,249,90,0,19,358,2025-07-02
SOFL,Открытые позиции,16154,4431,0,11723,32308,2025-07-02
SOFL,Изменение,258,-2157,-445,1970,-374,2025-07-02
SOFL,Количество лиц,112,35,0,9,156,2025-07-02
ALRS,Открытые позиции,17048,4516,37659,50191,109414,2025-07-02
ALRS,Изменение,-574,48,62,-560,-1024,2025-07-02
ALRS,Количество лиц,389,152,6,19,566,2025-07-02
NLMK,Открытые позиции,25948,2407,2897,26438,57690,2025-07-02
NLMK,Изменение,-1739,874,-151,-2764,-3780,2025-07-02
NLMK,Количество лиц,491,122,7,31,651,2025-07-02
AFLT,Открытые позиции,17240,13218,2737,6759,39954,2025-07-02
AFLT,Изменение,-23,528,675,124,1304,2025-07-02
AFLT,Количество лиц,470,184,11,6,671,2025-07-02
BANE,Открытые позиции,3144,1797,45,1392,6378,2025-07-02
BANE,Изменение,-5,199,37,-167,64,2025-07-02
BANE,Количество лиц,119,61,2,5,187,2025-07-02
RUAL,Открытые позиции,22627,2849,1306,21084,47866,2025-07-02
RUAL,Изменение,2404,940,425,1889,5658,2025-07-02
RUAL,Количество лиц,428,69,5,26,528,2025-07-02
LEAS,Открытые позиции,27441,3123,39,24357,54960,2025-07-02
LEAS,Изменение,1474,-3,-84,1393,2780,2025-07-02
LEAS,Количество лиц,177,58,1,17,253,2025-07-02
AFKS,Открытые позиции,4487,4527,1591,1551,12156,2025-07-02
AFKS,Изменение,383,282,82,183,930,2025-07-02
AFKS,Количество лиц,279,149,6,19,453,2025-07-02
RTKM,Открытые позиции,9951,4320,3878,9509,27658,2025-07-02
RTKM,Изменение,-172,181,21,-332,-302,2025-07-02
RTKM,Количество лиц,329,85,6,9,429,2025-07-02
SFIN,Открытые позиции,12416,693,0,11723,24832,2025-07-02
SFIN,Изменение,513,-14,-15,512,996,2025-07-02
