Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,447671,197579,59352,309444,1014046,2025-03-01
IMOEXF,Изменение,-39713,-7121,-6686,-39278,-92798,2025-03-01
IMOEXF,Количество лиц,6243,2310,29,27,8609,2025-03-01
SBER,Открытые позиции,150940,76388,248028,322580,797936,2025-03-01
SBER,Изменение,-4120,3273,860,-6533,-6520,2025-03-01
SBER,Количество лиц,4476,2423,71,54,7024,2025-03-01
GAZP,Открытые позиции,225706,68037,175258,332927,801928,2025-03-01
GAZP,Изменение,-6518,-6071,-1258,-1705,-15552,2025-03-01
GAZP,Количество лиц,2874,1971,47,69,4961,2025-03-01
SMLT,Открытые позиции,276047,151095,582,125534,553258,2025-03-01
SMLT,Изменение,-2484,-12545,57,10118,-4854,2025-03-01
SMLT,Количество лиц,1041,635,3,31,1710,2025-03-01
GMKN,Открытые позиции,367028,93046,109797,383779,953650,2025-03-01
GMKN,Изменение,182,-3896,2334,6412,5032,2025-03-01
GMKN,Количество лиц,1455,668,14,41,2178,2025-03-01
YDEX,Открытые позиции,150853,28421,19706,142138,341118,2025-03-01
YDEX,Изменение,-3168,134,13,-3289,-6310,2025-03-01
YDEX,Количество лиц,1469,336,9,36,1850,2025-03-01
MGNT,Открытые позиции,57667,65039,140786,133414,396906,2025-03-01
MGNT,Изменение,1089,-602,-5084,-3393,-7990,2025-03-01
MGNT,Количество лиц,1030,385,7,29,1451,2025-03-01
ABIO,Открытые позиции,14378,4008,50,10420,28856,2025-03-01
ABIO,Изменение,-43,256,27,-272,-32,2025-03-01
ABIO,Количество лиц,87,39,1,11,138,2025-03-01
VTBR,Открытые позиции,234171,22931,51833,263073,572008,2025-03-01
VTBR,Изменение,1857,-236,1038,3131,5790,2025-03-01
VTBR,Количество лиц,2815,980,11,51,3857,2025-03-01
SGZH,Открытые позиции,111744,118659,9945,3030,243378,2025-03-01
SGZH,Изменение,3196,1239,-548,1409,5296,2025-03-01
SGZH,Количество лиц,847,657,14,8,1526,2025-03-01
TRNFP,Открытые позиции,144509,29753,5139,119895,299296,2025-03-01
TRNFP,Изменение,1119,59,1326,2386,4890,2025-03-01
TRNFP,Количество лиц,756,239,5,14,1014,2025-03-01
WUSH,Открытые позиции,67391,22371,376,45396,135534,2025-03-01
WUSH,Изменение,2323,907,-70,1346,4506,2025-03-01
WUSH,Количество лиц,633,220,2,30,885,2025-03-01
VKCO,Открытые позиции,74600,14555,3895,63940,156990,2025-03-01
VKCO,Изменение,16,611,85,-510,202,2025-03-01
VKCO,Количество лиц,909,285,5,25,1224,2025-03-01
BABA,Открытые позиции,23658,7143,210,16725,47736,2025-03-01
BABA,Изменение,3163,-1437,0,4600,6326,2025-03-01
BABA,Количество лиц,470,296,1,4,771,2025-03-01
BIDU,Открытые позиции,38406,2462,0,35944,76812,2025-03-01
BIDU,Изменение,-1548,-826,0,-722,-3096,2025-03-01
BIDU,Количество лиц,430,45,0,3,478,2025-03-01
SIBN,Открытые позиции,36681,4626,14,32069,73390,2025-03-01
SIBN,Изменение,-336,-368,1,33,-670,2025-03-01
SIBN,Количество лиц,772,130,1,20,923,2025-03-01
RNFT,Открытые позиции,47223,27989,139,19373,94724,2025-03-01
RNFT,Изменение,51,1215,-199,-1363,-296,2025-03-01
RNFT,Количество лиц,318,230,2,16,566,2025-03-01
MVID,Открытые позиции,21679,22785,1669,563,46696,2025-03-01
MVID,Изменение,314,812,590,92,1808,2025-03-01
MVID,Количество лиц,178,161,8,3,350,2025-03-01
