Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,576977,222588,43627,398016,1241208,2025-03-18
IMOEXF,Изменение,35273,21559,-16755,-3041,37036,2025-03-18
IMOEXF,Количество лиц,7328,2164,28,37,9557,2025-03-18
SBER,Открытые позиции,170784,84601,171835,258018,685238,2025-03-18
SBER,Изменение,11453,2971,4502,12984,31910,2025-03-18
SBER,Количество лиц,4620,1784,67,75,6546,2025-03-18
GAZP,Открытые позиции,256782,52525,191771,396028,897106,2025-03-18
GAZP,Изменение,5262,-9408,12510,27180,35544,2025-03-18
GAZP,Количество лиц,3098,1448,48,59,4653,2025-03-18
SMLT,Открытые позиции,225963,129392,10464,107035,472854,2025-03-18
SMLT,Изменение,-32419,-18261,5076,-9082,-54686,2025-03-18
SMLT,Количество лиц,926,499,12,23,1460,2025-03-18
GMKN,Открытые позиции,423169,95864,105269,432574,1056876,2025-03-18
GMKN,Изменение,13817,4063,13055,22809,53744,2025-03-18
GMKN,Количество лиц,1577,494,21,52,2144,2025-03-18
YDEX,Открытые позиции,147105,32256,29463,144312,353136,2025-03-18
YDEX,Изменение,-1543,-4698,10518,13673,17950,2025-03-18
YDEX,Количество лиц,1339,318,16,36,1709,2025-03-18
MGNT,Открытые позиции,71397,46659,177101,201839,496996,2025-03-18
MGNT,Изменение,1986,-1858,5389,9233,14750,2025-03-18
MGNT,Количество лиц,1122,311,22,41,1496,2025-03-18
ABIO,Открытые позиции,13780,2951,0,10829,27560,2025-03-18
ABIO,Изменение,-311,-25,-9,-295,-640,2025-03-18
ABIO,Количество лиц,69,41,0,9,119,2025-03-18
VTBR,Открытые позиции,213395,18230,49868,245033,526526,2025-03-18
VTBR,Изменение,1067,-295,8432,9794,18998,2025-03-18
VTBR,Количество лиц,2861,564,23,55,3503,2025-03-18
SGZH,Открытые позиции,82926,93621,20000,9305,205852,2025-03-18
SGZH,Изменение,-9051,1364,-661,-11076,-19424,2025-03-18
SGZH,Количество лиц,733,547,6,20,1306,2025-03-18
TRNFP,Открытые позиции,174086,16157,7404,165333,362980,2025-03-18
TRNFP,Изменение,-5773,-247,1266,-4260,-9014,2025-03-18
TRNFP,Количество лиц,933,149,5,21,1108,2025-03-18
WUSH,Открытые позиции,85301,18474,966,67793,172534,2025-03-18
WUSH,Изменение,844,-782,-97,1529,1494,2025-03-18
WUSH,Количество лиц,692,211,3,31,937,2025-03-18
VKCO,Открытые позиции,71877,9106,6124,68895,156002,2025-03-18
VKCO,Изменение,-1486,-726,2125,1365,1278,2025-03-18
VKCO,Количество лиц,844,224,12,25,1105,2025-03-18
BABA,Открытые позиции,11176,24405,18174,4945,58700,2025-03-18
BABA,Изменение,3072,2489,-88,495,5968,2025-03-18
BABA,Количество лиц,374,271,5,4,654,2025-03-18
BIDU,Открытые позиции,35334,5967,1,29368,70670,2025-03-18
BIDU,Изменение,1935,1809,0,126,3870,2025-03-18
BIDU,Количество лиц,220,65,1,4,290,2025-03-18
SIBN,Открытые позиции,45260,3180,236,42316,90992,2025-03-18
SIBN,Изменение,-1430,321,20,-1731,-2820,2025-03-18
SIBN,Количество лиц,838,106,2,22,968,2025-03-18
RNFT,Открытые позиции,39143,19312,1604,21435,81494,2025-03-18
RNFT,Изменение,-1645,4989,944,-5690,-1402,2025-03-18
RNFT,Количество лиц,289,222,2,11,524,2025-03-18
MVID,Открытые позиции,22203,30135,10408,2476,65222,2025-03-18
MVID,Изменение,-4552,-6169,-2365,-748,-13834,2025-03-18
MVID,Количество лиц,204,277,6,6,493,2025-03-18
PIKK,Открытые позиции,13169,33265,22360,2264,71058,2025-03-18
PIKK,Изменение,-1120,-924,2280,2084,2320,2025-03-18
PIKK,Количество лиц,343,372,10,8,733,2025-03-18
BELU,Открытые позиции,27418,11162,149,16405,55134,2025-03-18
BELU,Изменение,1540,2403,129,-734,3338,2025-03-18
BELU,Количество лиц,199,72,1,6,278,2025-03-18
MTLR,Открытые позиции,8663,21350,13529,842,44384,2025-03-18
MTLR,Изменение,-1804,-119,327,-1358,-2954,2025-03-18
MTLR,Количество лиц,414,433,9,6,862,2025-03-18
POSI,Открытые позиции,92610,70146,1278,23742,187776,2025-03-18
POSI,Изменение,-6353,-5673,-80,-760,-12866,2025-03-18
POSI,Количество лиц,1092,184,5,12,1293,2025-03-18
ASTR,Открытые позиции,92884,10430,3127,85581,192022,2025-03-18
ASTR,Изменение,3354,-115,3127,6596,12962,2025-03-18
ASTR,Количество лиц,589,90,3,15,697,2025-03-18
SOFL,Открытые позиции,23969,3520,103,20552,48144,2025-03-18
SOFL,Изменение,-356,12,33,-335,-646,2025-03-18
SOFL,Количество лиц,183,55,2,12,252,2025-03-18
ALRS,Открытые позиции,22587,15957,102044,108674,249262,2025-03-18
ALRS,Изменение,-965,-231,4548,3814,7166,2025-03-18
ALRS,Количество лиц,531,226,26,35,818,2025-03-18
NLMK,Открытые позиции,21078,4693,3231,19616,48618,2025-03-18
NLMK,Изменение,-715,34,-205,-954,-1840,2025-03-18
NLMK,Количество лиц,501,225,5,31,762,2025-03-18
AFLT,Открытые позиции,34407,19353,2547,17601,73908,2025-03-18
AFLT,Изменение,981,259,514,1236,2990,2025-03-18
AFLT,Количество лиц,696,361,10,28,1095,2025-03-18
BANE,Открытые позиции,4455,7173,3435,717,15780,2025-03-18
BANE,Изменение,-814,-979,-183,-18,-1994,2025-03-18
BANE,Количество лиц,129,86,3,6,224,2025-03-18
RUAL,Открытые позиции,32408,6943,1690,27155,68196,2025-03-18
RUAL,Изменение,-136,686,97,-725,-78,2025-03-18
RUAL,Количество лиц,506,179,7,24,716,2025-03-18
LEAS,Открытые позиции,24674,8844,1458,17288,52264,2025-03-18
LEAS,Изменение,257,-744,1300,2301,3114,2025-03-18
LEAS,Количество лиц,194,74,4,8,280,2025-03-18
AFKS,Открытые позиции,7834,5189,565,3210,16798,2025-03-18
AFKS,Изменение,-520,-823,-718,-415,-2476,2025-03-18
AFKS,Количество лиц,301,302,3,19,625,2025-03-18
RTKM,Открытые позиции,12443,5517,60575,67501,146036,2025-03-18
RTKM,Изменение,-1862,-623,2071,832,418,2025-03-18
RTKM,Количество лиц,331,115,14,19,479,2025-03-18
SFIN,Открытые позиции,22181,12831,202,9552,44766,2025-03-18
SFIN,Изменение,3018,5377,202,-2157,6440,2025-03-18
SFIN,Количество лиц,245,98,1,12,356,2025-03-18
MOEX,Открытые позиции,22382,4003,134,18513,45032,2025-03-18
MOEX,Изменение,1324,-326,-36,1614,2576,2025-03-18
MOEX,Количество лиц,1063,150,3,25,1241,2025-03-18
SBERP,Открытые позиции,6401,2197,1676,5880,16154,2025-03-18
SBERP,Изменение,820,201,453,1072,2546,2025-03-18
SBERP,Количество лиц,323,107,7,27,464,2025-03-18
ROSN,Открытые позиции,7763,1956,14367,20174,44260,2025-03-18
ROSN,Изменение,-102,-332,227,457,250,2025-03-18
ROSN,Количество лиц,786,244,18,28,1076,2025-03-18
T,Открытые позиции,13876,2257,1543,13162,30838,2025-03-18
T,Изменение,-2075,25,846,-1254,-2458,2025-03-18
T,Количество лиц,499,125,10,12,646,2025-03-18
FESH,Открытые позиции,5317,4091,466,1692,11566,2025-03-18
FESH,Изменение,-1165,59,459,-765,-1412,2025-03-18
FESH,Количество лиц,135,94,4,9,242,2025-03-18
PHOR,Открытые позиции,43515,3598,24,39941,87078,2025-03-18
PHOR,Изменение,-6,-80,-375,-301,-762,2025-03-18
PHOR,Количество лиц,266,128,2,24,420,2025-03-18
