Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,402740,255736,43872,190876,893224,2025-02-12
IMOEXF,Изменение,3685,-214,-15256,-11357,-23142,2025-02-12
IMOEXF,Количество лиц,5335,2996,30,15,8376,2025-02-12
SBRF,Открытые позиции,196755,94174,183813,286394,761136,2025-02-12
SBRF,Изменение,-19582,-4693,-54,-14943,-39272,2025-02-12
SBRF,Количество лиц,4531,2284,74,68,6957,2025-02-12
GAZR,Открытые позиции,153554,77538,195638,271654,698384,2025-02-12
GAZR,Изменение,-2108,-3753,-4370,-2725,-12956,2025-02-12
GAZR,Количество лиц,2803,1807,41,72,4723,2025-02-12
SMLT,Открытые позиции,288953,185321,3327,106959,584560,2025-02-12
SMLT,Изменение,2371,14996,-379,-13004,3984,2025-02-12
SMLT,Количество лиц,1003,862,2,42,1909,2025-02-12
GMKN,Открытые позиции,353721,89964,88585,352342,884612,2025-02-12
GMKN,Изменение,-5965,-22690,-1827,14898,-15584,2025-02-12
GMKN,Количество лиц,1204,701,8,54,1967,2025-02-12
YDEX,Открытые позиции,174993,37117,15352,153228,380690,2025-02-12
YDEX,Изменение,1278,2813,-456,-1991,1644,2025-02-12
YDEX,Количество лиц,1381,439,5,45,1870,2025-02-12
MGNT,Открытые позиции,70085,78614,160657,152128,461484,2025-02-12
MGNT,Изменение,-2990,1944,17,-4917,-5946,2025-02-12
MGNT,Количество лиц,1196,480,9,47,1732,2025-02-12
ISKJ,Открытые позиции,17441,5501,0,11940,34882,2025-02-12
ISKJ,Изменение,-630,-691,0,61,-1260,2025-02-12
ISKJ,Количество лиц,78,35,0,11,124,2025-02-12
VTBR,Открытые позиции,105484,23986,76414,157912,363796,2025-02-12
VTBR,Изменение,95,-1764,1048,2907,2286,2025-02-12
VTBR,Количество лиц,1412,740,8,37,2197,2025-02-12
SGZH,Открытые позиции,141744,105016,207,36935,283902,2025-02-12
SGZH,Изменение,8172,971,207,7408,16758,2025-02-12
SGZH,Количество лиц,715,364,1,27,1107,2025-02-12
TRNF,Открытые позиции,110742,24924,4352,90170,230188,2025-02-12
TRNF,Изменение,-504,4944,-232,-5680,-1472,2025-02-12
TRNF,Количество лиц,775,228,4,24,1031,2025-02-12
WUSH,Открытые позиции,51326,20915,1068,31479,104788,2025-02-12
WUSH,Изменение,-692,-1365,-124,549,-1632,2025-02-12
WUSH,Количество лиц,464,169,2,18,653,2025-02-12
VKCO,Открытые позиции,93193,19101,3910,78002,194206,2025-02-12
VKCO,Изменение,-1206,1834,196,-2844,-2020,2025-02-12
