Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,605508,215831,39651,429328,1290318,2025-03-21
IMOEXF,Изменение,-20351,3685,2348,-21688,-36006,2025-03-21
IMOEXF,Количество лиц,7438,1935,32,26,9431,2025-03-21
SBER,Открытые позиции,141296,66573,256414,331137,795420,2025-03-21
SBER,Изменение,-18326,-11078,-6813,-14061,-50278,2025-03-21
SBER,Количество лиц,3940,1449,73,46,5508,2025-03-21
GAZP,Открытые позиции,249655,50085,333912,533482,1167134,2025-03-21
GAZP,Изменение,-8333,-3079,19457,14203,22248,2025-03-21
GAZP,Количество лиц,2552,1161,47,47,3807,2025-03-21
SMLT,Открытые позиции,184263,116475,69800,137588,508126,2025-03-21
SMLT,Изменение,-43150,-6710,40648,4208,-5004,2025-03-21
SMLT,Количество лиц,795,460,13,23,1291,2025-03-21
GMKN,Открытые позиции,318333,59583,144340,403090,925346,2025-03-21
GMKN,Изменение,-9666,-5931,17825,14090,16318,2025-03-21
GMKN,Количество лиц,1328,384,18,47,1777,2025-03-21
YDEX,Открытые позиции,125064,17380,66177,173861,382482,2025-03-21
YDEX,Изменение,1748,-8449,2674,12871,8844,2025-03-21
YDEX,Количество лиц,1120,225,19,33,1397,2025-03-21
MGNT,Открытые позиции,53174,38036,199480,214618,505308,2025-03-21
MGNT,Изменение,-4084,-5367,1764,3047,-4640,2025-03-21
MGNT,Количество лиц,951,230,20,40,1241,2025-03-21
ABIO,Открытые позиции,12352,2631,0,9721,24704,2025-03-21
ABIO,Изменение,-1029,12,0,-1041,-2058,2025-03-21
ABIO,Количество лиц,55,32,0,8,95,2025-03-21
VTBR,Открытые позиции,173653,12549,137981,299085,623268,2025-03-21
VTBR,Изменение,-27915,-1005,34981,8071,14132,2025-03-21
VTBR,Количество лиц,2380,462,27,38,2907,2025-03-21
SGZH,Открытые позиции,71197,76503,10174,4868,162742,2025-03-21
SGZH,Изменение,-5025,-10763,-8555,-2817,-27160,2025-03-21
SGZH,Количество лиц,631,425,3,8,1067,2025-03-21
TRNFP,Открытые позиции,127950,13695,29497,143752,314894,2025-03-21
TRNFP,Изменение,-16452,-6230,9725,-497,-13454,2025-03-21
TRNFP,Количество лиц,767,135,7,20,929,2025-03-21
WUSH,Открытые позиции,63931,15532,4399,52798,136660,2025-03-21
WUSH,Изменение,-13453,-1788,3689,-7976,-19528,2025-03-21
WUSH,Количество лиц,570,172,6,16,764,2025-03-21
VKCO,Открытые позиции,71471,32131,6753,46093,156448,2025-03-21
VKCO,Изменение,3874,24131,1121,-19136,9990,2025-03-21
VKCO,Количество лиц,892,380,12,10,1294,2025-03-21
BABA,Открытые позиции,14744,9800,2257,7201,34002,2025-03-21
BABA,Изменение,3084,-10365,-11736,1713,-17304,2025-03-21
BABA,Количество лиц,433,187,5,4,629,2025-03-21
BIDU,Открытые позиции,48433,2807,1,45627,96868,2025-03-21
BIDU,Изменение,2338,154,0,2184,4676,2025-03-21
BIDU,Количество лиц,252,62,1,5,320,2025-03-21
SIBN,Открытые позиции,32964,2195,5321,36090,76570,2025-03-21
SIBN,Изменение,-3932,-1739,1847,-346,-4170,2025-03-21
SIBN,Количество лиц,683,82,13,20,798,2025-03-21
RNFT,Открытые позиции,32079,20259,2307,14127,68772,2025-03-21
RNFT,Изменение,-4947,-1003,-39,-3983,-9972,2025-03-21
RNFT,Количество лиц,253,204,2,19,478,2025-03-21
MVID,Открытые позиции,19716,22364,4770,2122,48972,2025-03-21
MVID,Изменение,-1137,-3916,-3319,-540,-8912,2025-03-21
MVID,Количество лиц,176,199,3,2,380,2025-03-21
PIKK,Открытые позиции,11450,30415,19253,288,61406,2025-03-21
PIKK,Изменение,-1453,-2377,-1564,-640,-6034,2025-03-21
PIKK,Количество лиц,299,307,8,5,619,2025-03-21
BELU,Открытые позиции,26944,16005,5,10944,53898,2025-03-21
BELU,Изменение,220,2392,-15,-2187,410,2025-03-21
BELU,Количество лиц,159,72,1,6,238,2025-03-21
MTLR,Открытые позиции,8386,17460,12511,3437,41794,2025-03-21
MTLR,Изменение,365,-3217,-855,2727,-980,2025-03-21
MTLR,Количество лиц,425,378,6,14,823,2025-03-21
POSI,Открытые позиции,74454,46649,10,27815,148928,2025-03-21
POSI,Изменение,-15177,-12929,-623,-2871,-31600,2025-03-21
POSI,Количество лиц,910,127,1,12,1050,2025-03-21
ASTR,Открытые позиции,87058,10565,25153,101646,224422,2025-03-21
ASTR,Изменение,-3832,-809,6003,2980,4342,2025-03-21
ASTR,Количество лиц,508,80,6,11,605,2025-03-21
SOFL,Открытые позиции,20742,4514,268,16496,42020,2025-03-21
SOFL,Изменение,-3158,-306,201,-2651,-5914,2025-03-21
SOFL,Количество лиц,187,55,2,10,254,2025-03-21
ALRS,Открытые позиции,18757,14325,111508,115940,260530,2025-03-21
ALRS,Изменение,-112,-204,4888,4980,9552,2025-03-21
ALRS,Количество лиц,473,212,22,32,739,2025-03-21
NLMK,Открытые позиции,19729,5541,5444,19632,50346,2025-03-21
NLMK,Изменение,-812,665,-33,-1510,-1690,2025-03-21
NLMK,Количество лиц,439,191,8,18,656,2025-03-21
AFLT,Открытые позиции,26333,16143,5444,15634,63554,2025-03-21
AFLT,Изменение,-4006,-1793,1122,-1091,-5768,2025-03-21
AFLT,Количество лиц,584,284,12,31,911,2025-03-21
BANE,Открытые позиции,3760,7417,5104,1447,17728,2025-03-21
BANE,Изменение,-441,827,1169,-99,1456,2025-03-21
BANE,Количество лиц,124,63,6,8,201,2025-03-21
RUAL,Открытые позиции,19354,5872,1179,14661,41066,2025-03-21
RUAL,Изменение,-9170,-72,-204,-9302,-18748,2025-03-21
RUAL,Количество лиц,446,140,4,19,609,2025-03-21
LEAS,Открытые позиции,18475,7089,1863,13249,40676,2025-03-21
LEAS,Изменение,-7309,-1869,308,-5132,-14002,2025-03-21
LEAS,Количество лиц,190,57,4,11,262,2025-03-21
AFKS,Открытые позиции,7526,4188,1760,5098,18572,2025-03-21
AFKS,Изменение,-253,-387,194,328,-118,2025-03-21
AFKS,Количество лиц,286,224,7,20,537,2025-03-21
RTKM,Открытые позиции,10288,4732,61407,66963,143390,2025-03-21
RTKM,Изменение,-1291,-20,1558,287,534,2025-03-21
RTKM,Количество лиц,264,92,14,15,385,2025-03-21
SFIN,Открытые позиции,17793,10482,559,7870,36704,2025-03-21
SFIN,Изменение,-1050,1249,559,-1740,-982,2025-03-21
SFIN,Количество лиц,203,69,1,8,281,2025-03-21
MOEX,Открытые позиции,19022,3900,1796,16918,41636,2025-03-21
MOEX,Изменение,-716,-208,559,51,-314,2025-03-21
MOEX,Количество лиц,973,146,14,15,1148,2025-03-21
SBERP,Открытые позиции,4545,1002,1643,5186,12376,2025-03-21
SBERP,Изменение,-1197,-645,-165,-717,-2724,2025-03-21
SBERP,Количество лиц,236,73,6,18,333,2025-03-21
ROSN,Открытые позиции,5849,1260,17323,21912,46344,2025-03-21
ROSN,Изменение,-1458,-461,1435,438,-46,2025-03-21
ROSN,Количество лиц,705,138,25,23,891,2025-03-21
T,Открытые позиции,4367,536,6918,10749,22570,2025-03-21
T,Изменение,-3115,-554,1512,-1049,-3206,2025-03-21
T,Количество лиц,146,45,14,4,209,2025-03-21
FESH,Открытые позиции,3257,2884,692,1065,7898,2025-03-21
FESH,Изменение,-992,-502,-69,-559,-2122,2025-03-21
FESH,Количество лиц,113,63,3,6,185,2025-03-21
PHOR,Открытые позиции,42324,1956,175,40543,84998,2025-03-21
PHOR,Изменение,-609,-1163,-201,353,-1620,2025-03-21
PHOR,Количество лиц,227,99,1,24,351,2025-03-21
SVCB,Открытые позиции,77520,9053,6073,74540,167186,2025-03-21
SVCB,Изменение,-513,1714,1810,-417,2594,2025-03-21
SVCB,Количество лиц,294,105,7,17,423,2025-03-21
CBOM,Открытые позиции,357,3999,7808,4166,16330,2025-03-21
CBOM,Изменение,26,-1064,-148,942,-244,2025-03-21
CBOM,Количество лиц,49,130,2,11,192,2025-03-21
LKOH,Открытые позиции,6410,3677,4256,6989,21332,2025-03-21
LKOH,Изменение,-759,-170,964,375,410,2025-03-21
LKOH,Количество лиц,937,244,19,28,1228,2025-03-21
KMAZ,Открытые позиции,9627,1113,1864,10378,22982,2025-03-21
KMAZ,Изменение,-1804,-187,1422,-195,-764,2025-03-21
KMAZ,Количество лиц,163,43,4,8,218,2025-03-21
SNGS,Открытые позиции,11592,1201,4776,15167,32736,2025-03-21
SNGS,Изменение,-2115,-1292,2235,1412,240,2025-03-21
SNGS,Количество лиц,384,62,18,30,494,2025-03-21
HYDR,Открытые позиции,7538,1428,1563,7673,18202,2025-03-21
HYDR,Изменение,-594,63,542,-115,-104,2025-03-21
HYDR,Количество лиц,206,76,6,10,298,2025-03-21
NVTK,Открытые позиции,4622,2187,2847,5282,14938,2025-03-21
NVTK,Изменение,-159,-155,148,144,-22,2025-03-21
NVTK,Количество лиц,597,182,16,11,806,2025-03-21
FEES,Открытые позиции,3850,601,2079,5328,11858,2025-03-21
FEES,Изменение,-457,67,635,111,356,2025-03-21
FEES,Количество лиц,160,41,6,11,218,2025-03-21
MAGN,Открытые позиции,2600,487,301,2414,5802,2025-03-21
MAGN,Изменение,16,-119,-109,26,-186,2025-03-21
MAGN,Количество лиц,341,75,2,12,430,2025-03-21
BSPB,Открытые позиции,15844,9044,0,6800,31688,2025-03-21
BSPB,Изменение,259,1915,-6,-1662,506,2025-03-21
BSPB,Количество лиц,262,139,0,9,410,2025-03-21
TATN,Открытые позиции,1668,1627,1416,1457,6168,2025-03-21
TATN,Изменение,136,-518,14,668,300,2025-03-21
TATN,Количество лиц,316,77,5,28,426,2025-03-21
FLOT,Открытые позиции,7590,2302,721,6009,16622,2025-03-21
FLOT,Изменение,-965,-365,-5,-605,-1940,2025-03-21
FLOT,Количество лиц,275,78,2,12,367,2025-03-21
MTSS,Открытые позиции,1989,2095,1653,1547,7284,2025-03-21
MTSS,Изменение,-353,-369,78,94,-550,2025-03-21
MTSS,Количество лиц,188,116,3,12,319,2025-03-21
CHMF,Открытые позиции,568,201,599,966,2334,2025-03-21
CHMF,Изменение,-208,-102,47,-59,-322,2025-03-21
CHMF,Количество лиц,123,46,8,13,190,2025-03-21
RASP,Открытые позиции,7915,4199,511,4227,16852,2025-03-21
RASP,Изменение,-4262,-1852,482,-1928,-7560,2025-03-21
RASP,Количество лиц,118,76,2,11,207,2025-03-21
IRAO,Открытые позиции,4008,1427,1207,3788,10430,2025-03-21
IRAO,Изменение,-55,139,163,-31,216,2025-03-21
IRAO,Количество лиц,307,38,10,8,363,2025-03-21
SNGSP,Открытые позиции,4495,238,353,4610,9696,2025-03-21
SNGSP,Изменение,-165,81,115,-131,-100,2025-03-21
SNGSP,Количество лиц,372,51,5,24,452,2025-03-21
PLZL,Открытые позиции,476,872,2912,2516,6776,2025-03-21
PLZL,Изменение,5,-44,7,56,24,2025-03-21
PLZL,Количество лиц,136,127,3,13,279,2025-03-21
SPBE,Открытые позиции,31164,6170,0,24994,62328,2025-03-21
SPBE,Изменение,-1933,-1326,0,-607,-3866,2025-03-21
SPBE,Количество лиц,577,142,0,18,737,2025-03-21
