Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,478068,193641,55665,340092,1067466,2025-03-08
IMOEXF,Изменение,4964,-9103,-7971,6096,-6014,2025-03-08
IMOEXF,Количество лиц,6634,2163,25,36,8858,2025-03-08
SBER,Открытые позиции,153657,77213,132347,208791,572008,2025-03-08
SBER,Изменение,-7853,5405,-31268,-44526,-78242,2025-03-08
SBER,Количество лиц,4703,1909,66,72,6750,2025-03-08
GAZP,Открытые позиции,207406,63623,198959,342742,812730,2025-03-08
GAZP,Изменение,7435,1103,-5433,899,4004,2025-03-08
GAZP,Количество лиц,2984,1653,49,55,4741,2025-03-08
SMLT,Открытые позиции,268096,158430,2422,112088,541036,2025-03-08
SMLT,Изменение,-27506,-3298,626,-23582,-53760,2025-03-08
SMLT,Количество лиц,1027,562,5,28,1622,2025-03-08
GMKN,Открытые позиции,353704,93190,129096,389610,965600,2025-03-08
GMKN,Изменение,-499,-5126,-27415,-22788,-55828,2025-03-08
GMKN,Количество лиц,1542,622,15,33,2212,2025-03-08
YDEX,Открытые позиции,159067,32765,27792,154094,373718,2025-03-08
YDEX,Изменение,14750,1579,-801,12370,27898,2025-03-08
YDEX,Количество лиц,1443,322,9,33,1807,2025-03-08
MGNT,Открытые позиции,68996,62577,145113,151532,428218,2025-03-08
MGNT,Изменение,3351,736,-31,2584,6640,2025-03-08
MGNT,Количество лиц,1166,356,8,37,1567,2025-03-08
ABIO,Открытые позиции,14486,3599,121,11008,29214,2025-03-08
ABIO,Изменение,-202,-916,44,758,-316,2025-03-08
ABIO,Количество лиц,84,47,1,11,143,2025-03-08
VTBR,Открытые позиции,220646,19133,38225,239738,517742,2025-03-08
VTBR,Изменение,2437,-1457,7300,11194,19474,2025-03-08
VTBR,Количество лиц,3016,708,9,59,3792,2025-03-08
SGZH,Открытые позиции,91060,111199,23563,3424,229246,2025-03-08
SGZH,Изменение,-3859,-11025,-7779,-613,-23276,2025-03-08
SGZH,Количество лиц,817,580,9,7,1413,2025-03-08
TRNFP,Открытые позиции,175422,33665,5601,147358,362046,2025-03-08
TRNFP,Изменение,2259,6052,360,-3433,5238,2025-03-08
TRNFP,Количество лиц,864,228,5,12,1109,2025-03-08
WUSH,Открытые позиции,95930,25470,271,70731,192402,2025-03-08
WUSH,Изменение,6033,-22,-136,5919,11794,2025-03-08
WUSH,Количество лиц,757,229,1,29,1016,2025-03-08
VKCO,Открытые позиции,77129,11658,3114,68585,160486,2025-03-08
VKCO,Изменение,701,-3366,-839,3228,-276,2025-03-08
VKCO,Количество лиц,929,254,4,26,1213,2025-03-08
BABA,Открытые позиции,8645,8847,4585,4383,26460,2025-03-08
BABA,Изменение,-2029,-6774,-4765,-20,-13588,2025-03-08
BABA,Количество лиц,402,325,4,2,733,2025-03-08
BIDU,Открытые позиции,33185,4068,1,29118,66372,2025-03-08
BIDU,Изменение,-1239,510,0,-1749,-2478,2025-03-08
BIDU,Количество лиц,307,60,1,3,371,2025-03-08
SIBN,Открытые позиции,45904,3863,114,42155,92036,2025-03-08
SIBN,Изменение,5469,-657,6,6132,10950,2025-03-08
SIBN,Количество лиц,915,123,1,28,1067,2025-03-08
RNFT,Открытые позиции,41300,21714,93,19679,82786,2025-03-08
RNFT,Изменение,448,-1059,-7,1500,882,2025-03-08
RNFT,Количество лиц,308,215,2,16,541,2025-03-08
MVID,Открытые позиции,19835,21316,1810,329,43290,2025-03-08
MVID,Изменение,584,-132,-879,-163,-590,2025-03-08
MVID,Количество лиц,173,159,3,4,339,2025-03-08
PIKK,Открытые позиции,13889,39540,25857,206,79492,2025-03-08
PIKK,Изменение,704,1128,-200,-624,1008,2025-03-08
PIKK,Количество лиц,330,522,10,6,868,2025-03-08
BELU,Открытые позиции,29396,10546,0,18850,58792,2025-03-08
BELU,Изменение,-4506,-467,0,-4039,-9012,2025-03-08
BELU,Количество лиц,220,66,0,8,294,2025-03-08
MTLR,Открытые позиции,10935,21789,13023,2169,47916,2025-03-08
MTLR,Изменение,-94,-5,85,-4,-18,2025-03-08
MTLR,Количество лиц,505,429,12,4,950,2025-03-08
POSI,Открытые позиции,101702,81816,3705,23591,210814,2025-03-08
POSI,Изменение,2002,-2773,-718,4057,2568,2025-03-08
POSI,Количество лиц,1216,248,6,16,1486,2025-03-08
ASTR,Открытые позиции,89906,12176,4,77734,179820,2025-03-08
ASTR,Изменение,-987,170,0,-1157,-1974,2025-03-08
ASTR,Количество лиц,581,102,1,18,702,2025-03-08
SOFL,Открытые позиции,29759,5254,200,24705,59918,2025-03-08
SOFL,Изменение,-2272,-740,0,-1532,-4544,2025-03-08
SOFL,Количество лиц,219,60,1,13,293,2025-03-08
ALRS,Открытые позиции,22554,13601,80907,89860,206922,2025-03-08
ALRS,Изменение,-208,429,1460,823,2504,2025-03-08
ALRS,Количество лиц,576,257,7,20,860,2025-03-08
NLMK,Открытые позиции,32700,4822,2252,30130,69904,2025-03-08
NLMK,Изменение,-269,-3,-21,-287,-580,2025-03-08
NLMK,Количество лиц,508,246,3,26,783,2025-03-08
AFLT,Открытые позиции,37242,17229,529,20542,75542,2025-03-08
AFLT,Изменение,2272,-167,-433,2006,3678,2025-03-08
AFLT,Количество лиц,791,384,4,29,1208,2025-03-08
BANE,Открытые позиции,5664,10237,4689,116,20706,2025-03-08
BANE,Изменение,-85,-72,-224,-237,-618,2025-03-08
BANE,Количество лиц,139,111,8,2,260,2025-03-08
RUAL,Открытые позиции,34606,6071,1838,30373,72888,2025-03-08
RUAL,Изменение,-3349,590,121,-3818,-6456,2025-03-08
RUAL,Количество лиц,593,184,4,22,803,2025-03-08
LEAS,Открытые позиции,27721,11626,19,16114,55480,2025-03-08
LEAS,Изменение,-2902,300,-401,-3603,-6606,2025-03-08
LEAS,Количество лиц,206,93,1,10,310,2025-03-08
AFKS,Открытые позиции,9312,8464,1580,2428,21784,2025-03-08
AFKS,Изменение,127,-799,-573,353,-892,2025-03-08
AFKS,Количество лиц,358,284,5,15,662,2025-03-08
RTKM,Открытые позиции,11533,4412,48170,55291,119406,2025-03-08
RTKM,Изменение,445,-396,11,852,912,2025-03-08
RTKM,Количество лиц,316,129,3,21,469,2025-03-08
SFIN,Открытые позиции,24583,4670,65,19978,49296,2025-03-08
SFIN,Изменение,3512,-160,12,3684,7048,2025-03-08
SFIN,Количество лиц,256,65,1,14,336,2025-03-08
MOEX,Открытые позиции,21538,4817,101,16822,43278,2025-03-08
MOEX,Изменение,2157,431,-52,1674,4210,2025-03-08
MOEX,Количество лиц,947,269,2,27,1245,2025-03-08
SBERP,Открытые позиции,6948,2132,586,5402,15068,2025-03-08
SBERP,Изменение,1325,110,-785,430,1080,2025-03-08
SBERP,Количество лиц,330,125,9,24,488,2025-03-08
ROSN,Открытые позиции,7917,2555,9477,14839,34788,2025-03-08
ROSN,Изменение,701,55,420,1066,2242,2025-03-08
ROSN,Количество лиц,725,306,9,36,1076,2025-03-08
T,Открытые позиции,18225,2763,415,15877,37280,2025-03-08
T,Изменение,-629,52,-38,-719,-1334,2025-03-08
T,Количество лиц,697,172,2,25,896,2025-03-08
FESH,Открытые позиции,7354,4214,83,3223,14874,2025-03-08
FESH,Изменение,362,-22,54,438,832,2025-03-08
FESH,Количество лиц,145,100,1,12,258,2025-03-08
PHOR,Открытые позиции,44243,4293,553,40503,89592,2025-03-08
PHOR,Изменение,-158,-390,-79,153,-474,2025-03-08
PHOR,Количество лиц,282,156,1,22,461,2025-03-08
SVCB,Открытые позиции,96082,9657,0,86425,192164,2025-03-08
SVCB,Изменение,-130,-1068,-32,906,-324,2025-03-08
SVCB,Количество лиц,598,118,0,15,731,2025-03-08
CBOM,Открытые позиции,629,4928,6179,1880,13616,2025-03-08
CBOM,Изменение,10,-140,-33,117,-46,2025-03-08
CBOM,Количество лиц,59,166,1,10,236,2025-03-08
LKOH,Открытые позиции,7511,3369,1782,5924,18586,2025-03-08
LKOH,Изменение,350,92,-108,150,484,2025-03-08
LKOH,Количество лиц,981,330,18,18,1347,2025-03-08
KMAZ,Открытые позиции,13006,3175,23,9854,26058,2025-03-08
KMAZ,Изменение,735,955,-30,-250,1410,2025-03-08
KMAZ,Количество лиц,216,49,1,10,276,2025-03-08
SNGS,Открытые позиции,13787,1893,345,12239,28264,2025-03-08
SNGS,Изменение,1663,-103,-370,1396,2586,2025-03-08
SNGS,Количество лиц,399,110,7,29,545,2025-03-08
HYDR,Открытые позиции,10444,2192,214,8466,21316,2025-03-08
HYDR,Изменение,411,157,-23,231,776,2025-03-08
HYDR,Количество лиц,241,91,3,10,345,2025-03-08
NVTK,Открытые позиции,4373,2242,1768,3899,12282,2025-03-08
NVTK,Изменение,30,-260,-165,125,-270,2025-03-08
NVTK,Количество лиц,656,212,8,21,897,2025-03-08
FEES,Открытые позиции,4412,752,611,4271,10046,2025-03-08
FEES,Изменение,-25,-115,-221,-131,-492,2025-03-08
FEES,Количество лиц,202,56,2,6,266,2025-03-08
MAGN,Открытые позиции,2944,1782,393,1555,6674,2025-03-08
MAGN,Изменение,331,-56,-107,280,448,2025-03-08
MAGN,Количество лиц,359,90,5,11,465,2025-03-08
BSPB,Открытые позиции,17133,7488,173,9818,34612,2025-03-08
BSPB,Изменение,-3110,-158,173,-2779,-5874,2025-03-08
BSPB,Количество лиц,346,165,1,13,525,2025-03-08
TATN,Открытые позиции,1351,1432,1325,1244,5352,2025-03-08
TATN,Изменение,553,-860,-919,494,-732,2025-03-08
TATN,Количество лиц,316,120,4,17,457,2025-03-08
FLOT,Открытые позиции,11103,3315,793,8581,23792,2025-03-08
FLOT,Изменение,411,-525,114,1050,1050,2025-03-08
FLOT,Количество лиц,373,144,3,16,536,2025-03-08
MTSS,Открытые позиции,2952,3477,1291,766,8486,2025-03-08
MTSS,Изменение,143,-219,-147,215,-8,2025-03-08
MTSS,Количество лиц,206,191,3,14,414,2025-03-08
TATNP,Открытые позиции,3073,702,1505,3876,9156,2025-03-08
TATNP,Изменение,-79,-67,19,7,-120,2025-03-08
TATNP,Количество лиц,146,48,4,8,206,2025-03-08
CHMF,Открытые позиции,973,1577,740,136,3426,2025-03-08
CHMF,Изменение,95,2,-53,40,84,2025-03-08
CHMF,Количество лиц,146,88,6,12,252,2025-03-08
RASP,Открытые позиции,12967,6862,552,6657,27038,2025-03-08
RASP,Изменение,-1138,-172,0,-966,-2276,2025-03-08
RASP,Количество лиц,159,117,2,12,290,2025-03-08
IRAO,Открытые позиции,4613,1476,795,3932,10816,2025-03-08
IRAO,Изменение,686,378,-80,228,1212,2025-03-08
IRAO,Количество лиц,363,49,2,13,427,2025-03-08
SNGSP,Открытые позиции,4759,520,9,4248,9536,2025-03-08
SNGSP,Изменение,189,-107,-38,258,302,2025-03-08
SNGSP,Количество лиц,426,66,2,26,520,2025-03-08
PLZL,Открытые позиции,1374,1846,2424,1952,7596,2025-03-08
PLZL,Изменение,19,-122,-43,98,-48,2025-03-08
PLZL,Количество лиц,214,279,5,17,515,2025-03-08
SPBE,Открытые позиции,22729,14700,0,8029,45458,2025-03-08
SPBE,Изменение,1191,1138,-66,-13,2250,2025-03-08
SPBE,Количество лиц,447,215,0,11,673,2025-03-08
