Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,453334,201465,62502,314371,1031672,2025-03-04
IMOEXF,Изменение,5663,3886,3150,4927,17626,2025-03-04
IMOEXF,Количество лиц,6480,2347,27,30,8884,2025-03-04
SBER,Открытые позиции,155293,75660,222174,301807,754934,2025-03-04
SBER,Изменение,4353,-728,-25854,-20773,-43002,2025-03-04
SBER,Количество лиц,4544,2408,64,70,7086,2025-03-04
GAZP,Открытые позиции,230765,65279,174043,339529,809616,2025-03-04
GAZP,Изменение,5059,-2758,-1215,6602,7688,2025-03-04
GAZP,Количество лиц,2918,1881,45,52,4896,2025-03-04
SMLT,Открытые позиции,266571,155633,2549,113487,538240,2025-03-04
SMLT,Изменение,-9476,4538,1967,-12047,-15018,2025-03-04
SMLT,Количество лиц,1043,616,8,16,1683,2025-03-04
GMKN,Открытые позиции,368682,94453,108000,382229,953364,2025-03-04
GMKN,Изменение,1654,1407,-1797,-1550,-286,2025-03-04
GMKN,Количество лиц,1527,656,12,45,2240,2025-03-04
YDEX,Открытые позиции,145403,27375,19946,137974,330698,2025-03-04
YDEX,Изменение,-5450,-1046,240,-4164,-10420,2025-03-04
YDEX,Количество лиц,1461,317,8,38,1824,2025-03-04
MGNT,Открытые позиции,64929,63737,141248,142440,412354,2025-03-04
MGNT,Изменение,7262,-1302,462,9026,15448,2025-03-04
MGNT,Количество лиц,1124,378,7,36,1545,2025-03-04
ABIO,Открытые позиции,14382,4689,75,9768,28914,2025-03-04
ABIO,Изменение,4,681,25,-652,58,2025-03-04
ABIO,Количество лиц,85,38,1,9,133,2025-03-04
VTBR,Открытые позиции,239932,22116,42662,260478,565188,2025-03-04
VTBR,Изменение,5761,-815,-9171,-2595,-6820,2025-03-04
VTBR,Количество лиц,2894,767,10,52,3723,2025-03-04
SGZH,Открытые позиции,109339,113853,10532,6018,239742,2025-03-04
SGZH,Изменение,-2405,-4806,587,2988,-3636,2025-03-04
SGZH,Количество лиц,809,629,6,14,1458,2025-03-04
TRNFP,Открытые позиции,149319,28930,5956,126345,310550,2025-03-04
TRNFP,Изменение,4810,-823,817,6450,11254,2025-03-04
TRNFP,Количество лиц,827,233,4,18,1082,2025-03-04
WUSH,Открытые позиции,72082,23312,488,49258,145140,2025-03-04
WUSH,Изменение,4691,941,112,3862,9606,2025-03-04
WUSH,Количество лиц,698,232,2,30,962,2025-03-04
VKCO,Открытые позиции,74711,14824,4347,64234,158116,2025-03-04
VKCO,Изменение,111,269,452,294,1126,2025-03-04
VKCO,Количество лиц,914,272,4,28,1218,2025-03-04
BABA,Открытые позиции,22829,7213,210,15826,46078,2025-03-04
BABA,Изменение,-829,70,0,-899,-1658,2025-03-04
BABA,Количество лиц,475,286,1,4,766,2025-03-04
BIDU,Открытые позиции,39367,2509,0,36858,78734,2025-03-04
BIDU,Изменение,961,47,0,914,1922,2025-03-04
BIDU,Количество лиц,439,48,0,4,491,2025-03-04
SIBN,Открытые позиции,37619,3398,0,34221,75238,2025-03-04
SIBN,Изменение,938,-1228,-14,2152,1848,2025-03-04
SIBN,Количество лиц,779,126,0,23,928,2025-03-04
RNFT,Открытые позиции,41660,23590,14,18084,83348,2025-03-04
RNFT,Изменение,-5563,-4399,-125,-1289,-11376,2025-03-04
RNFT,Количество лиц,316,221,1,13,551,2025-03-04
MVID,Открытые позиции,21355,22379,1636,612,45982,2025-03-04
MVID,Изменение,-324,-406,-33,49,-714,2025-03-04
MVID,Количество лиц,169,158,7,5,339,2025-03-04
PIKK,Открытые позиции,16645,39208,24972,2409,83234,2025-03-04
PIKK,Изменение,1105,-4678,-3411,2372,-4612,2025-03-04
PIKK,Количество лиц,381,542,6,7,936,2025-03-04
BELU,Открытые позиции,28938,11776,92,17254,58060,2025-03-04
BELU,Изменение,199,563,92,-272,582,2025-03-04
BELU,Количество лиц,204,63,1,7,275,2025-03-04
