Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,612172,231193,36279,417258,1296902,2025-03-25
IMOEXF,Изменение,10613,-4813,-58,15368,21110,2025-03-25
IMOEXF,Количество лиц,7759,2010,25,32,9826,2025-03-25
SBER,Открытые позиции,103478,61859,75042,116661,357040,2025-03-25
SBER,Изменение,-4405,2804,-4745,-11954,-18300,2025-03-25
SBER,Количество лиц,3426,1884,37,41,5388,2025-03-25
GAZP,Открытые позиции,238471,49997,123417,311891,723776,2025-03-25
GAZP,Изменение,4903,-2268,2700,9871,15206,2025-03-25
GAZP,Количество лиц,2403,1216,29,53,3701,2025-03-25
SMLT,Открытые позиции,226079,65666,0,160413,452158,2025-03-25
SMLT,Изменение,43574,18437,0,25137,87148,2025-03-25
SMLT,Количество лиц,808,338,0,24,1170,2025-03-25
GMKN,Открытые позиции,312203,55105,96354,353452,817114,2025-03-25
GMKN,Изменение,10349,654,21511,31206,63720,2025-03-25
GMKN,Количество лиц,1181,355,9,42,1587,2025-03-25
YDEX,Открытые позиции,107200,15333,22767,114634,259934,2025-03-25
YDEX,Изменение,2544,302,81,2323,5250,2025-03-25
YDEX,Количество лиц,944,189,5,22,1160,2025-03-25
MGNT,Открытые позиции,49343,7657,99346,141032,297378,2025-03-25
MGNT,Изменение,7345,1776,102,5671,14894,2025-03-25
MGNT,Количество лиц,905,181,6,18,1110,2025-03-25
ABIO,Открытые позиции,1699,598,0,1101,3398,2025-03-25
ABIO,Изменение,406,100,0,306,812,2025-03-25
ABIO,Количество лиц,50,20,0,8,78,2025-03-25
VTBR,Открытые позиции,161666,12114,7045,156597,337422,2025-03-25
VTBR,Изменение,8056,771,-147,7138,15818,2025-03-25
VTBR,Количество лиц,2242,430,4,45,2721,2025-03-25
SGZH,Открытые позиции,60112,60466,1042,688,122308,2025-03-25
SGZH,Изменение,1000,781,461,680,2922,2025-03-25
SGZH,Количество лиц,539,351,3,5,898,2025-03-25
TRNFP,Открытые позиции,87793,17541,685,70937,176956,2025-03-25
TRNFP,Изменение,-18270,4353,456,-22167,-35628,2025-03-25
TRNFP,Количество лиц,565,122,2,19,708,2025-03-25
WUSH,Открытые позиции,55847,9161,170,46856,112034,2025-03-25
WUSH,Изменение,1308,448,136,996,2888,2025-03-25
WUSH,Количество лиц,541,138,1,12,692,2025-03-25
VKCO,Открытые позиции,69294,47352,4624,26566,147836,2025-03-25
VKCO,Изменение,2567,856,-1830,-119,1474,2025-03-25
VKCO,Количество лиц,799,598,5,12,1414,2025-03-25
BABA,Открытые позиции,10610,1972,260,8898,21740,2025-03-25
BABA,Изменение,4418,-22,-12,4428,8812,2025-03-25
BABA,Количество лиц,386,111,2,4,503,2025-03-25
BIDU,Открытые позиции,35039,1697,0,33342,70078,2025-03-25
BIDU,Изменение,1572,-17,0,1589,3144,2025-03-25
BIDU,Количество лиц,237,31,0,4,272,2025-03-25
SIBN,Открытые позиции,18773,1746,0,17027,37546,2025-03-25
SIBN,Изменение,3171,6,-10,3155,6322,2025-03-25
SIBN,Количество лиц,593,72,0,15,680,2025-03-25
RNFT,Открытые позиции,33466,20582,159,13043,67250,2025-03-25
RNFT,Изменение,8655,3106,-94,5455,17122,2025-03-25
RNFT,Количество лиц,240,221,1,18,480,2025-03-25
MVID,Открытые позиции,17113,18785,4515,2843,43256,2025-03-25
MVID,Изменение,3955,3571,1459,1843,10828,2025-03-25
MVID,Количество лиц,181,181,2,2,366,2025-03-25
PIKK,Открытые позиции,23823,11400,412,12835,48470,2025-03-25
PIKK,Изменение,10304,2124,86,8266,20780,2025-03-25
PIKK,Количество лиц,460,317,2,18,797,2025-03-25
BELU,Открытые позиции,23516,17292,303,6527,47638,2025-03-25
BELU,Изменение,4958,1249,301,4010,10518,2025-03-25
BELU,Количество лиц,176,77,2,6,261,2025-03-25
MTLR,Открытые позиции,8382,15852,7518,48,31800,2025-03-25
MTLR,Изменение,23,1283,1248,-12,2542,2025-03-25
MTLR,Количество лиц,380,348,5,2,735,2025-03-25
POSI,Открытые позиции,55202,44557,10,10655,110424,2025-03-25
POSI,Изменение,6231,7334,-53,-1156,12356,2025-03-25
POSI,Количество лиц,547,171,1,5,724,2025-03-25
ASTR,Открытые позиции,58350,9357,0,48993,116700,2025-03-25
ASTR,Изменение,6547,1835,-114,4598,12866,2025-03-25
ASTR,Количество лиц,326,81,0,14,421,2025-03-25
SOFL,Открытые позиции,18983,3772,140,15351,38246,2025-03-25
SOFL,Изменение,863,17,-175,671,1376,2025-03-25
SOFL,Количество лиц,173,49,1,14,237,2025-03-25
ALRS,Открытые позиции,17648,10859,79327,86116,193950,2025-03-25
ALRS,Изменение,3731,-2532,135,6398,7732,2025-03-25
ALRS,Количество лиц,426,181,2,31,640,2025-03-25
NLMK,Открытые позиции,18636,5104,2487,16019,42246,2025-03-25
NLMK,Изменение,454,552,226,128,1360,2025-03-25
NLMK,Количество лиц,395,173,3,7,578,2025-03-25
AFLT,Открытые позиции,26941,11680,696,15957,55274,2025-03-25
AFLT,Изменение,1192,909,-79,204,2226,2025-03-25
AFLT,Количество лиц,505,277,4,26,812,2025-03-25
BANE,Открытые позиции,2672,6181,3571,62,12486,2025-03-25
BANE,Изменение,42,846,866,62,1816,2025-03-25
BANE,Количество лиц,98,59,6,1,164,2025-03-25
RUAL,Открытые позиции,18065,4893,450,13622,37030,2025-03-25
RUAL,Изменение,47,-143,260,450,614,2025-03-25
RUAL,Количество лиц,414,113,2,20,549,2025-03-25
LEAS,Открытые позиции,23033,6225,886,17694,47838,2025-03-25
LEAS,Изменение,1273,-241,886,2400,4318,2025-03-25
LEAS,Количество лиц,178,45,1,12,236,2025-03-25
AFKS,Открытые позиции,7548,3666,145,4027,15386,2025-03-25
AFKS,Изменение,313,108,145,350,916,2025-03-25
AFKS,Количество лиц,286,203,1,8,498,2025-03-25
RTKM,Открытые позиции,7510,4436,38209,41283,91438,2025-03-25
RTKM,Изменение,980,603,-320,57,1320,2025-03-25
RTKM,Количество лиц,252,98,2,20,372,2025-03-25
SFIN,Открытые позиции,14134,6528,89,7695,28446,2025-03-25
SFIN,Изменение,1432,2462,89,-941,3042,2025-03-25
SFIN,Количество лиц,168,48,1,7,224,2025-03-25
MOEX,Открытые позиции,17122,4568,701,13255,35646,2025-03-25
MOEX,Изменение,691,789,637,539,2656,2025-03-25
MOEX,Количество лиц,925,140,4,9,1078,2025-03-25
SBERP,Открытые позиции,4537,2143,1152,3546,11378,2025-03-25
SBERP,Изменение,662,743,772,691,2868,2025-03-25
SBERP,Количество лиц,244,116,8,10,378,2025-03-25
ROSN,Открытые позиции,6225,1371,9343,14197,31136,2025-03-25
ROSN,Изменение,759,149,502,1112,2522,2025-03-25
ROSN,Количество лиц,650,152,7,27,836,2025-03-25
FESH,Открытые позиции,1748,2538,790,0,5076,2025-03-25
FESH,Изменение,93,201,108,0,402,2025-03-25
FESH,Количество лиц,95,45,2,0,142,2025-03-25
PHOR,Открытые позиции,6771,1628,152,5295,13846,2025-03-25
PHOR,Изменение,429,-361,93,883,1044,2025-03-25
PHOR,Количество лиц,173,76,1,13,263,2025-03-25
SVCB,Открытые позиции,51584,6835,0,44749,103168,2025-03-25
SVCB,Изменение,1097,49,0,1048,2194,2025-03-25
SVCB,Количество лиц,264,97,0,13,374,2025-03-25
CBOM,Открытые позиции,300,3332,3080,48,6760,2025-03-25
CBOM,Изменение,34,29,-7,-2,54,2025-03-25
CBOM,Количество лиц,49,105,5,1,160,2025-03-25
LKOH,Открытые позиции,6729,3718,5314,8325,24086,2025-03-25
LKOH,Изменение,721,320,1703,2104,4848,2025-03-25
LKOH,Количество лиц,909,257,8,15,1189,2025-03-25
KMAZ,Открытые позиции,8652,1660,200,7192,17704,2025-03-25
KMAZ,Изменение,-224,-43,200,19,-48,2025-03-25
KMAZ,Количество лиц,128,37,1,8,174,2025-03-25
SNGS,Открытые позиции,9343,1445,1900,9798,22486,2025-03-25
SNGS,Изменение,248,267,326,307,1148,2025-03-25
SNGS,Количество лиц,356,83,6,38,483,2025-03-25
HYDR,Открытые позиции,5098,1140,0,3958,10196,2025-03-25
HYDR,Изменение,276,87,0,189,552,2025-03-25
HYDR,Количество лиц,172,68,0,16,256,2025-03-25
NVTK,Открытые позиции,3821,1243,1456,4034,10554,2025-03-25
NVTK,Изменение,88,-100,123,311,422,2025-03-25
NVTK,Количество лиц,576,164,9,10,759,2025-03-25
FEES,Открытые позиции,3772,625,0,3147,7544,2025-03-25
FEES,Изменение,86,125,0,-39,172,2025-03-25
FEES,Количество лиц,145,38,0,8,191,2025-03-25
MAGN,Открытые позиции,2544,668,201,2077,5490,2025-03-25
MAGN,Изменение,192,184,189,197,762,2025-03-25
MAGN,Количество лиц,313,67,2,5,387,2025-03-25
