Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,421404,166604,31157,285957,905122,2025-01-23
IMOEXF,Изменение,7672,7513,-875,-716,13594,2025-01-23
IMOEXF,Количество лиц,5172,2750,25,16,7963,2025-01-23
SBRF-3.25,Открытые позиции,156146,97638,170080,228588,652452,2025-01-23
SBRF-3.25,Изменение,7753,-602,-4879,3476,5748,2025-01-23
SBRF-3.25,Количество лиц,4407,2239,62,64,6772,2025-01-23
GAZR-3.25,Открытые позиции,151560,80953,194561,265168,692242,2025-01-23
GAZR-3.25,Изменение,10622,-6168,-11681,5109,-2118,2025-01-23
GAZR-3.25,Количество лиц,2781,1834,34,70,4719,2025-01-23
SMLT-3.25,Открытые позиции,254797,201465,1806,55138,513206,2025-01-23
SMLT-3.25,Изменение,5473,-12644,-1667,16450,7612,2025-01-23
SMLT-3.25,Количество лиц,1041,1056,2,38,2137,2025-01-23
GMKN-3.25,Открытые позиции,395995,96925,89480,388550,970950,2025-01-23
GMKN-3.25,Изменение,16879,-5687,1419,23985,36596,2025-01-23
GMKN-3.25,Количество лиц,1069,595,9,66,1739,2025-01-23
YDEX-3.25,Открытые позиции,192396,32346,12285,172335,409362,2025-01-23
YDEX-3.25,Изменение,15987,-4183,-40,20130,31894,2025-01-23
YDEX-3.25,Количество лиц,1377,392,5,66,1840,2025-01-23
MGNT-3.25,Открытые позиции,61940,71655,188375,178660,500630,2025-01-23
MGNT-3.25,Изменение,6188,308,-16918,-11038,-21460,2025-01-23
MGNT-3.25,Количество лиц,1055,730,8,56,1849,2025-01-23
ISKJ-3.25,Открытые позиции,12966,6915,0,6051,25932,2025-01-23
ISKJ-3.25,Изменение,278,418,0,-140,556,2025-01-23
ISKJ-3.25,Количество лиц,85,47,0,13,145,2025-01-23
VTBR-3.25,Открытые позиции,78916,35661,66970,110225,291772,2025-01-23
VTBR-3.25,Изменение,5693,970,-1225,3498,8936,2025-01-23
VTBR-3.25,Количество лиц,1184,807,13,23,2027,2025-01-23
SGZH-3.25,Открытые позиции,120557,116596,0,3961,241114,2025-01-23
SGZH-3.25,Изменение,444,-901,-66,1279,756,2025-01-23
SGZH-3.25,Количество лиц,765,401,0,7,1173,2025-01-23
TRNF-3.25,Открытые позиции,91609,34931,6799,63477,196816,2025-01-23
TRNF-3.25,Изменение,1952,-4462,-51,6363,3802,2025-01-23
TRNF-3.25,Количество лиц,637,248,5,15,905,2025-01-23
WUSH-3.25,Открытые позиции,52456,17022,0,35434,104912,2025-01-23
WUSH-3.25,Изменение,2776,230,0,2546,5552,2025-01-23
WUSH-3.25,Количество лиц,390,189,0,18,597,2025-01-23
VKCO-3.25,Открытые позиции,51860,41386,4346,14820,112412,2025-01-23
VKCO-3.25,Изменение,-602,5173,1102,-4673,1000,2025-01-23
VKCO-3.25,Количество лиц,811,578,10,19,1418,2025-01-23
ALIBABA-3.25,Открытые позиции,9967,813,3165,12319,26264,2025-01-23
ALIBABA-3.25,Изменение,-299,10,0,-309,-598,2025-01-23
ALIBABA-3.25,Количество лиц,372,42,4,2,420,2025-01-23
BAIDU-3.25,Открытые позиции,18921,869,1119,19171,40080,2025-01-23
BAIDU-3.25,Изменение,1482,-115,0,1597,2964,2025-01-23
BAIDU-3.25,Количество лиц,274,26,2,2,304,2025-01-23
SIBN-3.25,Открытые позиции,14061,8217,64,5908,28250,2025-01-23
SIBN-3.25,Изменение,-2934,936,14,-3856,-5840,2025-01-23
SIBN-3.25,Количество лиц,392,171,3,17,583,2025-01-23
SBERF,Открытые позиции,43534,16313,423,27644,87914,2025-01-23
SBERF,Изменение,106,444,-57,-395,98,2025-01-23
SBERF,Количество лиц,1019,350,4,23,1396,2025-01-23
RNFT-3.25,Открытые позиции,28480,55076,29335,2739,115630,2025-01-23
RNFT-3.25,Изменение,8057,10735,1567,-1111,19248,2025-01-23
RNFT-3.25,Количество лиц,308,497,3,5,813,2025-01-23
GAZPF,Открытые позиции,48266,23013,8106,33359,112744,2025-01-23
GAZPF,Изменение,-149,43,647,455,996,2025-01-23
GAZPF,Количество лиц,717,311,8,18,1054,2025-01-23
MVID-3.25,Открытые позиции,29617,49686,20069,0,99372,2025-01-23
MVID-3.25,Изменение,619,1509,762,-128,2762,2025-01-23
MVID-3.25,Количество лиц,218,225,4,0,447,2025-01-23
PIKK-3.25,Открытые позиции,8103,67738,61568,1933,139342,2025-01-23
PIKK-3.25,Изменение,-45,1301,2083,737,4076,2025-01-23
PIKK-3.25,Количество лиц,292,1300,6,12,1610,2025-01-23
BELUGA-3.25,Открытые позиции,37781,17935,0,19846,75562,2025-01-23
BELUGA-3.25,Изменение,2087,652,-995,440,2184,2025-01-23
BELUGA-3.25,Количество лиц,226,76,0,7,309,2025-01-23
MTLR-3.25,Открытые позиции,13032,23218,10619,433,47302,2025-01-23
MTLR-3.25,Изменение,392,-1730,-1933,189,-3082,2025-01-23
MTLR-3.25,Количество лиц,471,572,5,7,1055,2025-01-23
POSI-3.25,Открытые позиции,48391,34236,110,14265,97002,2025-01-23
POSI-3.25,Изменение,10049,1581,-190,8278,19718,2025-01-23
POSI-3.25,Количество лиц,614,176,3,17,810,2025-01-23
ASTR-3.25,Открытые позиции,47534,21493,206,26247,95480,2025-01-23
ASTR-3.25,Изменение,1161,-1149,0,2310,2322,2025-01-23
