Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
SBRF-3.25,Открытые позиции,154291,103995,173203,223499,654988,2025-01-21
SBRF-3.25,Изменение,-25439,5970,28419,-2990,5960,2025-01-21
SBRF-3.25,Количество лиц,4237,2281,69,44,6631,2025-01-21
GAZR-3.25,Открытые позиции,135023,83649,202715,254089,675476,2025-01-21
GAZR-3.25,Изменение,3419,-2776,-1461,4734,3916,2025-01-21
GAZR-3.25,Количество лиц,2717,1880,35,60,4692,2025-01-21
SMLT-3.25,Открытые позиции,255423,184899,1616,72140,514078,2025-01-21
SMLT-3.25,Изменение,-12461,13363,1616,-24208,-21690,2025-01-21
SMLT-3.25,Количество лиц,953,1036,3,40,2032,2025-01-21
GMKN-3.25,Открытые позиции,411508,101375,87913,398046,998842,2025-01-21
GMKN-3.25,Изменение,19,-30775,-96,30698,-154,2025-01-21
GMKN-3.25,Количество лиц,1037,586,8,58,1689,2025-01-21
YDEX-3.25,Открытые позиции,178259,36836,12227,153650,380972,2025-01-21
YDEX-3.25,Изменение,-9736,2404,-200,-12340,-19872,2025-01-21
YDEX-3.25,Количество лиц,1364,373,6,40,1783,2025-01-21
MGNT-3.25,Открытые позиции,55106,72084,205684,188706,521580,2025-01-21
MGNT-3.25,Изменение,6064,4833,-12605,-11374,-13082,2025-01-21
MGNT-3.25,Количество лиц,960,740,15,49,1764,2025-01-21
ISKJ-3.25,Открытые позиции,12883,6184,0,6699,25766,2025-01-21
ISKJ-3.25,Изменение,1162,-810,0,1972,2324,2025-01-21
ISKJ-3.25,Количество лиц,79,43,0,12,134,2025-01-21
VTBR-3.25,Открытые позиции,72563,36039,71351,107875,287828,2025-01-21
VTBR-3.25,Изменение,2640,-2616,-4609,647,-3938,2025-01-21
VTBR-3.25,Количество лиц,1136,806,13,14,1969,2025-01-21
SGZH-3.25,Открытые позиции,123532,124450,1006,88,249076,2025-01-21
SGZH-3.25,Изменение,-10729,-8528,943,-1258,-19572,2025-01-21
SGZH-3.25,Количество лиц,797,423,3,2,1225,2025-01-21
TRNF-3.25,Открытые позиции,99548,31887,5459,73120,210014,2025-01-21
TRNF-3.25,Изменение,1318,-2306,-458,3166,1720,2025-01-21
TRNF-3.25,Количество лиц,694,214,4,19,931,2025-01-21
WUSH-3.25,Открытые позиции,48357,16958,0,31399,96714,2025-01-21
WUSH-3.25,Изменение,-1524,-536,0,-988,-3048,2025-01-21
WUSH-3.25,Количество лиц,400,180,0,19,599,2025-01-21
VKCO-3.25,Открытые позиции,46070,40769,6015,11316,104170,2025-01-21
VKCO-3.25,Изменение,-7151,-3107,3744,-300,-6814,2025-01-21
VKCO-3.25,Количество лиц,749,599,11,14,1373,2025-01-21
ALIBABA-3.25,Открытые позиции,11566,928,3165,13803,29462,2025-01-21
ALIBABA-3.25,Изменение,297,3,0,294,594,2025-01-21
ALIBABA-3.25,Количество лиц,397,34,4,2,437,2025-01-21
BAIDU-3.25,Открытые позиции,17562,877,1119,17804,37362,2025-01-21
BAIDU-3.25,Изменение,-198,102,0,-300,-396,2025-01-21
BAIDU-3.25,Количество лиц,275,24,2,2,303,2025-01-21
SIBN-3.25,Открытые позиции,16962,9820,16,7158,33956,2025-01-21
SIBN-3.25,Изменение,80,81,15,14,190,2025-01-21
SIBN-3.25,Количество лиц,403,181,3,18,605,2025-01-21
RNFT-3.25,Открытые позиции,32524,36015,7838,4347,80724,2025-01-21
RNFT-3.25,Изменение,-2537,6559,6918,-2178,8762,2025-01-21
RNFT-3.25,Количество лиц,295,345,2,5,647,2025-01-21
GAZPF,Открытые позиции,47968,23398,7572,32142,111080,2025-01-21
GAZPF,Изменение,-64,-988,10,934,-108,2025-01-21
GAZPF,Количество лиц,714,306,8,18,1046,2025-01-21
MVID-3.25,Открытые позиции,28885,49169,20284,0,98338,2025-01-21
MVID-3.25,Изменение,-1237,-561,385,-291,-1704,2025-01-21
MVID-3.25,Количество лиц,221,247,4,0,472,2025-01-21
PIKK-3.25,Открытые позиции,5269,57978,53652,943,117842,2025-01-21
PIKK-3.25,Изменение,-1845,16433,17201,-1077,30712,2025-01-21
PIKK-3.25,Количество лиц,262,1168,9,5,1444,2025-01-21
BELUGA-3.25,Открытые позиции,34655,16553,1005,19107,71320,2025-01-21
BELUGA-3.25,Изменение,-130,-853,0,723,-260,2025-01-21
BELUGA-3.25,Количество лиц,199,63,1,7,270,2025-01-21
MTLR-3.25,Открытые позиции,11444,23897,12821,368,48530,2025-01-21
MTLR-3.25,Изменение,133,1699,1594,28,3454,2025-01-21
MTLR-3.25,Количество лиц,416,557,3,7,983,2025-01-21
POSI-3.25,Открытые позиции,34364,45528,12761,1597,94250,2025-01-21
POSI-3.25,Изменение,-726,3632,1447,-2911,1442,2025-01-21
POSI-3.25,Количество лиц,504,139,6,8,657,2025-01-21
ASTR-3.25,Открытые позиции,46622,24849,206,21979,93656,2025-01-21
ASTR-3.25,Изменение,-1342,905,-85,-2332,-2854,2025-01-21
ASTR-3.25,Количество лиц,332,103,2,7,444,2025-01-21
SOFL-3.25,Открытые позиции,12182,1257,114,11039,24592,2025-01-21
SOFL-3.25,Изменение,-211,70,114,-167,-194,2025-01-21
SOFL-3.25,Количество лиц,149,34,2,9,194,2025-01-21
ALRS-3.25,Открытые позиции,24291,8990,79321,94622,207224,2025-01-21
ALRS-3.25,Изменение,-917,260,182,-995,-1470,2025-01-21
ALRS-3.25,Количество лиц,456,292,4,35,787,2025-01-21
NLMK-3.25,Открытые позиции,33259,4828,2019,30450,70556,2025-01-21
NLMK-3.25,Изменение,-663,-158,1,-504,-1324,2025-01-21
NLMK-3.25,Количество лиц,415,246,3,32,696,2025-01-21
AFLT-3.25,Открытые позиции,23925,18496,1141,6570,50132,2025-01-21
AFLT-3.25,Изменение,26,-249,-406,-131,-760,2025-01-21
AFLT-3.25,Количество лиц,392,394,5,17,808,2025-01-21
BANE-3.25,Открытые позиции,4071,10265,6353,159,20848,2025-01-21
BANE-3.25,Изменение,-284,182,219,-247,-130,2025-01-21
BANE-3.25,Количество лиц,132,126,2,3,263,2025-01-21
