Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,370759,163725,36918,243952,815354,2025-01-18
IMOEXF,Изменение,2494,15434,-482,-13422,4024,2025-01-18
IMOEXF,Количество лиц,4936,2769,27,15,7747,2025-01-18
SBRF-3.25,Открытые позиции,179730,98025,144784,226489,649028,2025-01-18
SBRF-3.25,Изменение,17331,6266,-12199,-1134,10264,2025-01-18
SBRF-3.25,Количество лиц,4706,2243,62,53,7064,2025-01-18
GAZR-3.25,Открытые позиции,131604,86425,204176,249355,671560,2025-01-18
GAZR-3.25,Изменение,15113,4589,-11591,-1067,7044,2025-01-18
GAZR-3.25,Количество лиц,2811,1840,35,58,4744,2025-01-18
SMLT-3.25,Открытые позиции,267884,171536,0,96348,535768,2025-01-18
SMLT-3.25,Изменение,-3549,-7443,-302,3592,-7702,2025-01-18
SMLT-3.25,Количество лиц,1043,688,0,45,1776,2025-01-18
GMKN-3.25,Открытые позиции,411489,132150,88009,367348,998996,2025-01-18
GMKN-3.25,Изменение,13969,29895,635,-15291,29208,2025-01-18
GMKN-3.25,Количество лиц,1069,594,8,59,1730,2025-01-18
YDEX-3.25,Открытые позиции,187995,34432,12427,165990,400844,2025-01-18
YDEX-3.25,Изменение,-12429,-171,60,-12198,-24738,2025-01-18
YDEX-3.25,Количество лиц,1423,372,6,42,1843,2025-01-18
MGNT-3.25,Открытые позиции,49042,67251,218289,200080,534662,2025-01-18
MGNT-3.25,Изменение,2870,8032,27318,22156,60376,2025-01-18
MGNT-3.25,Количество лиц,998,623,16,54,1691,2025-01-18
ISKJ-3.25,Открытые позиции,11721,6994,0,4727,23442,2025-01-18
ISKJ-3.25,Изменение,-500,-1024,0,524,-1000,2025-01-18
ISKJ-3.25,Количество лиц,76,49,0,11,136,2025-01-18
VTBR-3.25,Открытые позиции,69923,38655,75960,107228,291766,2025-01-18
VTBR-3.25,Изменение,-720,7929,9315,666,17190,2025-01-18
VTBR-3.25,Количество лиц,1183,831,13,11,2038,2025-01-18
SGZH-3.25,Открытые позиции,134261,132978,63,1346,268648,2025-01-18
SGZH-3.25,Изменение,-5300,-4916,-95,-479,-10790,2025-01-18
SGZH-3.25,Количество лиц,818,361,2,3,1184,2025-01-18
TRNF-3.25,Открытые позиции,98230,34193,5917,69954,208294,2025-01-18
TRNF-3.25,Изменение,6589,1631,46,5004,13270,2025-01-18
TRNF-3.25,Количество лиц,700,197,4,18,919,2025-01-18
WUSH-3.25,Открытые позиции,49881,17494,0,32387,99762,2025-01-18
WUSH-3.25,Изменение,2591,1114,0,1477,5182,2025-01-18
WUSH-3.25,Количество лиц,386,194,0,21,601,2025-01-18
VKCO-3.25,Открытые позиции,53221,43876,2271,11616,110984,2025-01-18
VKCO-3.25,Изменение,-1515,330,388,-1457,-2254,2025-01-18
VKCO-3.25,Количество лиц,848,635,9,16,1508,2025-01-18
ALIBABA-3.25,Открытые позиции,11269,925,3165,13509,28868,2025-01-18
ALIBABA-3.25,Изменение,-929,-149,0,-780,-1858,2025-01-18
ALIBABA-3.25,Количество лиц,436,29,4,2,471,2025-01-18
BAIDU-3.25,Открытые позиции,17760,775,1119,18104,37758,2025-01-18
BAIDU-3.25,Изменение,-1513,119,0,-1632,-3026,2025-01-18
BAIDU-3.25,Количество лиц,288,21,2,2,313,2025-01-18
SIBN-3.25,Открытые позиции,16882,9739,1,7144,33766,2025-01-18
SIBN-3.25,Изменение,-139,-390,-52,199,-382,2025-01-18
SIBN-3.25,Количество лиц,452,175,1,15,643,2025-01-18
SBERF,Открытые позиции,41324,16242,465,25547,83578,2025-01-18
SBERF,Изменение,-359,1154,42,-1471,-634,2025-01-18
SBERF,Количество лиц,1002,343,5,21,1371,2025-01-18
RNFT-3.25,Открытые позиции,35061,29456,920,6525,71962,2025-01-18
RNFT-3.25,Изменение,475,217,-1866,-1608,-2782,2025-01-18
RNFT-3.25,Количество лиц,282,222,2,10,516,2025-01-18
GAZPF,Открытые позиции,48032,24386,7562,31208,111188,2025-01-18
GAZPF,Изменение,583,-159,-2438,-1696,-3710,2025-01-18
GAZPF,Количество лиц,719,316,6,17,1058,2025-01-18
MVID-3.25,Открытые позиции,30122,49730,19899,291,100042,2025-01-18
MVID-3.25,Изменение,-1567,-12912,-11054,291,-25242,2025-01-18
MVID-3.25,Количество лиц,229,244,2,3,478,2025-01-18
PIKK-3.25,Открытые позиции,7114,41545,36451,2020,87130,2025-01-18
PIKK-3.25,Изменение,1812,16822,13841,-1169,31306,2025-01-18
PIKK-3.25,Количество лиц,296,763,4,12,1075,2025-01-18
BELUGA-3.25,Открытые позиции,34785,17406,1005,18384,71580,2025-01-18
BELUGA-3.25,Изменение,7867,3738,0,4129,15734,2025-01-18
BELUGA-3.25,Количество лиц,206,57,1,9,273,2025-01-18
MTLR-3.25,Открытые позиции,11311,22198,11227,340,45076,2025-01-18
MTLR-3.25,Изменение,1344,-149,-1577,-84,-466,2025-01-18
MTLR-3.25,Количество лиц,458,516,4,7,985,2025-01-18
POSI-3.25,Открытые позиции,35090,41896,11314,4508,92808,2025-01-18
POSI-3.25,Изменение,-188,10852,6023,-5017,11670,2025-01-18
POSI-3.25,Количество лиц,489,137,4,9,639,2025-01-18
ASTR-3.25,Открытые позиции,47964,23944,291,24311,96510,2025-01-18
ASTR-3.25,Изменение,-3137,-1150,227,-1760,-5820,2025-01-18
ASTR-3.25,Количество лиц,337,107,3,7,454,2025-01-18
SOFL-3.25,Открытые позиции,12393,1187,0,11206,24786,2025-01-18
SOFL-3.25,Изменение,1223,-2,0,1225,2446,2025-01-18
SOFL-3.25,Количество лиц,150,35,0,11,196,2025-01-18
ALRS-3.25,Открытые позиции,25208,8730,79139,95617,208694,2025-01-18
ALRS-3.25,Изменение,1026,-461,-64,1423,1924,2025-01-18
ALRS-3.25,Количество лиц,520,266,3,39,828,2025-01-18
NLMK-3.25,Открытые позиции,33922,4986,2018,30954,71880,2025-01-18
NLMK-3.25,Изменение,219,68,-46,105,346,2025-01-18
NLMK-3.25,Количество лиц,459,254,3,28,744,2025-01-18
