Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,488114,218986,54920,324048,1086068,2025-02-22
IMOEXF,Изменение,30465,-1225,1413,33103,63756,2025-02-22
IMOEXF,Количество лиц,5954,2590,23,28,8595,2025-02-22
SBER,Открытые позиции,162462,68960,236735,330237,798394,2025-02-22
SBER,Изменение,-3908,1732,5023,-617,2230,2025-02-22
SBER,Количество лиц,4707,2086,78,38,6909,2025-02-22
GAZP,Открытые позиции,212900,79203,212100,345797,850000,2025-02-22
GAZP,Изменение,23260,-6198,-3964,25494,38592,2025-02-22
GAZP,Количество лиц,2963,1983,41,74,5061,2025-02-22
SMLT,Открытые позиции,292622,164261,20,128381,585284,2025-02-22
SMLT,Изменение,16629,10168,-1365,5096,30528,2025-02-22
SMLT,Количество лиц,1029,605,1,36,1671,2025-02-22
GMKN,Открытые позиции,312783,91654,92778,313907,811122,2025-02-22
GMKN,Изменение,-7280,-8110,1913,2743,-10734,2025-02-22
GMKN,Количество лиц,1504,523,12,43,2082,2025-02-22
YDEX,Открытые позиции,159764,40887,14170,133047,347868,2025-02-22
YDEX,Изменение,1022,-261,-2192,-909,-2340,2025-02-22
YDEX,Количество лиц,1441,370,7,36,1854,2025-02-22
MGNT,Открытые позиции,53975,66847,157754,144882,423458,2025-02-22
MGNT,Изменение,-5734,-584,-76,-5226,-11620,2025-02-22
MGNT,Количество лиц,1023,400,8,36,1467,2025-02-22
ABIO,Открытые позиции,14264,4692,16,9588,28560,2025-02-22
ABIO,Изменение,-315,-835,16,536,-598,2025-02-22
ABIO,Количество лиц,76,37,1,11,125,2025-02-22
VTBR,Открытые позиции,198628,25669,50923,223882,499102,2025-02-22
VTBR,Изменение,3677,1481,-7570,-5374,-7786,2025-02-22
VTBR,Количество лиц,2879,796,14,34,3723,2025-02-22
SGZH,Открытые позиции,143294,138829,46,4511,286680,2025-02-22
SGZH,Изменение,-1420,-5703,-667,3616,-4174,2025-02-22
SGZH,Количество лиц,926,780,2,10,1718,2025-02-22
TRNFP,Открытые позиции,123891,27629,3401,99663,254584,2025-02-22
TRNFP,Изменение,-10410,6416,617,-16209,-19586,2025-02-22
TRNFP,Количество лиц,748,238,4,16,1006,2025-02-22
WUSH,Открытые позиции,57134,19626,707,38215,115682,2025-02-22
WUSH,Изменение,598,-182,93,873,1382,2025-02-22
WUSH,Количество лиц,508,148,4,23,683,2025-02-22
VKCO,Открытые позиции,73376,15108,2152,60420,151056,2025-02-22
VKCO,Изменение,-4441,-1604,7,-2830,-8868,2025-02-22
VKCO,Количество лиц,964,312,3,22,1301,2025-02-22
BABA,Открытые позиции,14278,12911,558,1925,29672,2025-02-22
BABA,Изменение,-3441,799,320,-3920,-6242,2025-02-22
BABA,Количество лиц,434,378,2,2,816,2025-02-22
BIDU,Открытые позиции,31708,2796,0,28912,63416,2025-02-22
BIDU,Изменение,-3472,667,0,-4139,-6944,2025-02-22
BIDU,Количество лиц,389,47,0,2,438,2025-02-22
SIBN,Открытые позиции,33158,5790,130,27498,66576,2025-02-22
SIBN,Изменение,826,-59,75,960,1802,2025-02-22
SIBN,Количество лиц,869,142,1,24,1036,2025-02-22
RNFT,Открытые позиции,40546,30982,57,9621,81206,2025-02-22
RNFT,Изменение,2724,-758,22,3504,5492,2025-02-22
RNFT,Количество лиц,350,289,2,19,660,2025-02-22
MVID,Открытые позиции,22470,23428,1126,168,47192,2025-02-22
MVID,Изменение,101,-891,-854,138,-1506,2025-02-22
MVID,Количество лиц,185,186,3,2,376,2025-02-22
PIKK,Открытые позиции,9836,47402,37800,234,95272,2025-02-22
PIKK,Изменение,-197,-688,-462,29,-1318,2025-02-22
PIKK,Количество лиц,332,678,7,5,1022,2025-02-22
BELU,Открытые позиции,33155,10349,0,22806,66310,2025-02-22
BELU,Изменение,319,300,0,19,638,2025-02-22
BELU,Количество лиц,224,68,0,8,300,2025-02-22
MTLR,Открытые позиции,11554,35174,25554,1934,74216,2025-02-22
MTLR,Изменение,-1489,-2829,-1428,-88,-5834,2025-02-22
MTLR,Количество лиц,590,664,12,12,1278,2025-02-22
POSI,Открытые позиции,114023,90476,2141,25688,232328,2025-02-22
POSI,Изменение,-263,-4655,-1506,2886,-3538,2025-02-22
POSI,Количество лиц,1266,420,5,27,1718,2025-02-22
ASTR,Открытые позиции,70730,16680,73,54123,141606,2025-02-22
ASTR,Изменение,2047,1804,48,291,4190,2025-02-22
ASTR,Количество лиц,507,105,1,10,623,2025-02-22
SOFL,Открытые позиции,27053,5274,200,21979,54506,2025-02-22
SOFL,Изменение,2585,1198,176,1563,5522,2025-02-22
SOFL,Количество лиц,226,61,1,10,298,2025-02-22
ALRS,Открытые позиции,25179,7908,79410,96681,209178,2025-02-22
ALRS,Изменение,612,-418,67,1097,1358,2025-02-22
ALRS,Количество лиц,563,258,5,28,854,2025-02-22
NLMK,Открытые позиции,32397,4561,2198,30034,69190,2025-02-22
NLMK,Изменение,583,247,-29,307,1108,2025-02-22
NLMK,Количество лиц,554,242,8,18,822,2025-02-22
AFLT,Открытые позиции,29851,24943,3480,8388,66662,2025-02-22
AFLT,Изменение,-1591,-2210,-283,336,-3748,2025-02-22
AFLT,Количество лиц,707,438,5,21,1171,2025-02-22
BANE,Открытые позиции,4993,10754,6057,296,22100,2025-02-22
BANE,Изменение,-627,492,1077,-42,900,2025-02-22
