Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,488713,195590,60147,353270,1097720,2025-03-11
IMOEXF,Изменение,10645,1949,4482,13178,30254,2025-03-11
IMOEXF,Количество лиц,6796,2256,24,35,9111,2025-03-11
SBER,Открытые позиции,154547,74259,116687,196975,542468,2025-03-11
SBER,Изменение,890,-2954,-15660,-11816,-29540,2025-03-11
SBER,Количество лиц,4832,2002,63,70,6967,2025-03-11
GAZP,Открытые позиции,210922,58961,199855,351816,821554,2025-03-11
GAZP,Изменение,3516,-4662,896,9074,8824,2025-03-11
GAZP,Количество лиц,3013,1659,51,65,4788,2025-03-11
SMLT,Открытые позиции,266170,161826,3579,107923,539498,2025-03-11
SMLT,Изменение,-1926,3396,1157,-4165,-1538,2025-03-11
SMLT,Количество лиц,1030,561,7,27,1625,2025-03-11
GMKN,Открытые позиции,341301,94493,133189,379997,948980,2025-03-11
GMKN,Изменение,-12403,1303,4093,-9613,-16620,2025-03-11
GMKN,Количество лиц,1500,647,16,33,2196,2025-03-11
YDEX,Открытые позиции,157557,32670,30166,155053,375446,2025-03-11
YDEX,Изменение,-1510,-95,2374,959,1728,2025-03-11
YDEX,Количество лиц,1414,319,8,38,1779,2025-03-11
MGNT,Открытые позиции,71191,61293,146280,156178,434942,2025-03-11
MGNT,Изменение,2195,-1284,1167,4646,6724,2025-03-11
MGNT,Количество лиц,1185,352,10,31,1578,2025-03-11
ABIO,Открытые позиции,14482,3341,100,11241,29164,2025-03-11
ABIO,Изменение,-4,-258,-21,233,-50,2025-03-11
ABIO,Количество лиц,78,43,1,11,133,2025-03-11
VTBR,Открытые позиции,214979,19695,38957,234241,507872,2025-03-11
VTBR,Изменение,-5667,562,732,-5497,-9870,2025-03-11
VTBR,Количество лиц,2967,721,11,61,3760,2025-03-11
SGZH,Открытые позиции,88929,111746,25938,3121,229734,2025-03-11
SGZH,Изменение,-2131,547,2375,-303,488,2025-03-11
SGZH,Количество лиц,808,585,14,8,1415,2025-03-11
TRNFP,Открытые позиции,169282,22316,6943,153909,352450,2025-03-11
TRNFP,Изменение,-6140,-11349,1342,6551,-9596,2025-03-11
TRNFP,Количество лиц,926,166,6,22,1120,2025-03-11
WUSH,Открытые позиции,95129,24223,320,71226,190898,2025-03-11
WUSH,Изменение,-801,-1247,49,495,-1504,2025-03-11
WUSH,Количество лиц,759,232,3,28,1022,2025-03-11
VKCO,Открытые позиции,75485,12351,3796,66930,158562,2025-03-11
VKCO,Изменение,-1644,693,682,-1655,-1924,2025-03-11
VKCO,Количество лиц,905,262,6,25,1198,2025-03-11
BABA,Открытые позиции,9203,10979,6185,4409,30776,2025-03-11
BABA,Изменение,558,2132,1600,26,4316,2025-03-11
BABA,Количество лиц,453,259,3,3,718,2025-03-11
BIDU,Открытые позиции,32832,3794,1,29039,65666,2025-03-11
BIDU,Изменение,-353,-274,0,-79,-706,2025-03-11
BIDU,Количество лиц,293,54,1,4,352,2025-03-11
SIBN,Открытые позиции,46640,3977,167,42830,93614,2025-03-11
SIBN,Изменение,736,114,53,675,1578,2025-03-11
SIBN,Количество лиц,930,123,1,26,1080,2025-03-11
RNFT,Открытые позиции,41572,21026,0,20546,83144,2025-03-11
RNFT,Изменение,272,-688,-93,867,358,2025-03-11
RNFT,Количество лиц,305,212,0,15,532,2025-03-11
MVID,Открытые позиции,20040,21642,1695,93,43470,2025-03-11
MVID,Изменение,205,326,-115,-236,180,2025-03-11
MVID,Количество лиц,177,156,4,2,339,2025-03-11
PIKK,Открытые позиции,14048,38310,25021,759,78138,2025-03-11
PIKK,Изменение,159,-1230,-836,553,-1354,2025-03-11
PIKK,Количество лиц,340,512,10,5,867,2025-03-11
BELU,Открытые позиции,29101,9908,0,19193,58202,2025-03-11
BELU,Изменение,-295,-638,0,343,-590,2025-03-11
BELU,Количество лиц,211,68,0,7,286,2025-03-11
MTLR,Открытые позиции,11019,21935,13117,2201,48272,2025-03-11
MTLR,Изменение,84,146,94,32,356,2025-03-11
MTLR,Количество лиц,508,421,13,4,946,2025-03-11
POSI,Открытые позиции,98910,78504,3358,23764,204536,2025-03-11
POSI,Изменение,-2792,-3312,-347,173,-6278,2025-03-11
POSI,Количество лиц,1203,228,6,18,1455,2025-03-11
ASTR,Открытые позиции,90797,12885,4,77916,181602,2025-03-11
ASTR,Изменение,891,709,0,182,1782,2025-03-11
ASTR,Количество лиц,588,101,1,17,707,2025-03-11
SOFL,Открытые позиции,29752,4620,200,25332,59904,2025-03-11
SOFL,Изменение,-7,-634,0,627,-14,2025-03-11
SOFL,Количество лиц,211,64,1,13,289,2025-03-11
ALRS,Открытые позиции,22630,13232,82029,91427,209318,2025-03-11
ALRS,Изменение,76,-369,1122,1567,2396,2025-03-11
ALRS,Количество лиц,571,264,7,30,872,2025-03-11
NLMK,Открытые позиции,32347,4722,2264,29889,69222,2025-03-11
NLMK,Изменение,-353,-100,12,-241,-682,2025-03-11
NLMK,Количество лиц,509,241,3,29,782,2025-03-11
AFLT,Открытые позиции,35425,18623,558,17360,71966,2025-03-11
AFLT,Изменение,-1817,1394,29,-3182,-3576,2025-03-11
AFLT,Количество лиц,755,405,6,23,1189,2025-03-11
BANE,Открытые позиции,5375,9477,4247,145,19244,2025-03-11
BANE,Изменение,-289,-760,-442,29,-1462,2025-03-11
BANE,Количество лиц,143,113,8,3,267,2025-03-11
RUAL,Открытые позиции,32966,7771,2095,27290,70122,2025-03-11
RUAL,Изменение,-1640,1700,257,-3083,-2766,2025-03-11
RUAL,Количество лиц,553,191,7,20,771,2025-03-11
LEAS,Открытые позиции,24948,11113,317,14152,50530,2025-03-11
LEAS,Изменение,-2773,-513,298,-1962,-4950,2025-03-11
LEAS,Количество лиц,205,98,1,8,312,2025-03-11
AFKS,Открытые позиции,9356,8637,1585,2304,21882,2025-03-11
AFKS,Изменение,44,173,5,-124,98,2025-03-11
AFKS,Количество лиц,360,314,5,11,690,2025-03-11
RTKM,Открытые позиции,12307,5484,48501,55324,121616,2025-03-11
RTKM,Изменение,774,1072,331,33,2210,2025-03-11
RTKM,Количество лиц,319,144,7,14,484,2025-03-11
SFIN,Открытые позиции,23161,4333,21,18849,46364,2025-03-11
SFIN,Изменение,-1422,-337,-44,-1129,-2932,2025-03-11
SFIN,Количество лиц,246,60,1,11,318,2025-03-11
MOEX,Открытые позиции,21552,4727,100,16925,43304,2025-03-11
MOEX,Изменение,14,-90,-1,103,26,2025-03-11
MOEX,Количество лиц,965,255,1,29,1250,2025-03-11
SBERP,Открытые позиции,7051,2166,772,5657,15646,2025-03-11
SBERP,Изменение,103,34,186,255,578,2025-03-11
SBERP,Количество лиц,351,113,7,25,496,2025-03-11
ROSN,Открытые позиции,7752,2422,10122,15452,35748,2025-03-11
ROSN,Изменение,-165,-133,645,613,960,2025-03-11
ROSN,Количество лиц,741,282,11,34,1068,2025-03-11
T,Открытые позиции,17820,2439,435,15816,36510,2025-03-11
T,Изменение,-405,-324,20,-61,-770,2025-03-11
T,Количество лиц,677,158,2,17,854,2025-03-11
FESH,Открытые позиции,7090,4403,90,2777,14360,2025-03-11
FESH,Изменение,-264,189,7,-446,-514,2025-03-11
FESH,Количество лиц,135,100,1,9,245,2025-03-11
PHOR,Открытые позиции,44258,4185,360,40433,89236,2025-03-11
PHOR,Изменение,15,-108,-193,-70,-356,2025-03-11
PHOR,Количество лиц,288,154,3,27,472,2025-03-11
SVCB,Открытые позиции,94513,9066,24,85471,189074,2025-03-11
SVCB,Изменение,-1569,-591,24,-954,-3090,2025-03-11
SVCB,Количество лиц,606,122,1,15,744,2025-03-11
CBOM,Открытые позиции,592,5078,6334,1848,13852,2025-03-11
CBOM,Изменение,-37,150,155,-32,236,2025-03-11
CBOM,Количество лиц,59,161,2,12,234,2025-03-11
LKOH,Открытые позиции,7556,3415,2286,6427,19684,2025-03-11
LKOH,Изменение,45,46,504,503,1098,2025-03-11
LKOH,Количество лиц,1015,311,17,22,1365,2025-03-11
KMAZ,Открытые позиции,12942,2830,105,10217,26094,2025-03-11
KMAZ,Изменение,-64,-345,82,363,36,2025-03-11
KMAZ,Количество лиц,210,49,1,9,269,2025-03-11
SNGS,Открытые позиции,13466,1604,433,12295,27798,2025-03-11
SNGS,Изменение,-321,-289,88,56,-466,2025-03-11
SNGS,Количество лиц,395,87,8,28,518,2025-03-11
HYDR,Открытые позиции,9829,1914,103,8018,19864,2025-03-11
HYDR,Изменение,-615,-278,-111,-448,-1452,2025-03-11
HYDR,Количество лиц,258,106,3,14,381,2025-03-11
NVTK,Открытые позиции,4518,2367,1746,3897,12528,2025-03-11
NVTK,Изменение,145,125,-22,-2,246,2025-03-11
NVTK,Количество лиц,644,219,7,22,892,2025-03-11
FEES,Открытые позиции,4399,675,674,4398,10146,2025-03-11
FEES,Изменение,-13,-77,63,127,100,2025-03-11
FEES,Количество лиц,205,56,2,8,271,2025-03-11
MAGN,Открытые позиции,2974,1659,388,1703,6724,2025-03-11
MAGN,Изменение,30,-123,-5,148,50,2025-03-11
MAGN,Количество лиц,355,100,6,16,477,2025-03-11
BSPB,Открытые позиции,16369,7535,281,9115,33300,2025-03-11
BSPB,Изменение,-764,47,108,-703,-1312,2025-03-11
BSPB,Количество лиц,336,163,1,12,512,2025-03-11
TATN,Открытые позиции,1324,1360,1307,1271,5262,2025-03-11
TATN,Изменение,-27,-72,-18,27,-90,2025-03-11
TATN,Количество лиц,338,112,4,22,476,2025-03-11
FLOT,Открытые позиции,11569,2400,772,9941,24682,2025-03-11
FLOT,Изменение,466,-915,-21,1360,890,2025-03-11
FLOT,Количество лиц,397,128,3,18,546,2025-03-11
MTSS,Открытые позиции,2829,3432,1286,683,8230,2025-03-11
MTSS,Изменение,-123,-45,-5,-83,-256,2025-03-11
MTSS,Количество лиц,206,197,4,14,421,2025-03-11
TATNP,Открытые позиции,3177,706,1513,3984,9380,2025-03-11
TATNP,Изменение,104,4,8,108,224,2025-03-11
TATNP,Количество лиц,148,48,3,9,208,2025-03-11
CHMF,Открытые позиции,984,1551,726,159,3420,2025-03-11
CHMF,Изменение,11,-26,-14,23,-6,2025-03-11
CHMF,Количество лиц,156,87,6,13,262,2025-03-11
RASP,Открытые позиции,12816,7458,552,5910,26736,2025-03-11
RASP,Изменение,-151,596,0,-747,-302,2025-03-11
RASP,Количество лиц,167,120,2,10,299,2025-03-11
