Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,412514,247317,61618,226815,948264,2025-02-01
IMOEXF,Изменение,6455,6117,5840,6178,24590,2025-02-01
IMOEXF,Количество лиц,5165,2934,29,19,8147,2025-02-01
SBRF-3.25,Открытые позиции,149370,98732,175657,226295,650054,2025-02-01
SBRF-3.25,Изменение,284,-2589,-4914,-2041,-9260,2025-02-01
SBRF-3.25,Количество лиц,4282,2311,68,50,6711,2025-02-01
GAZR-3.25,Открытые позиции,153313,75052,197800,276061,702226,2025-02-01
GAZR-3.25,Изменение,-17986,-1813,8827,-7346,-18318,2025-02-01
GAZR-3.25,Количество лиц,2822,1838,37,57,4754,2025-02-01
SMLT-3.25,Открытые позиции,277983,187555,5275,95703,566516,2025-02-01
SMLT-3.25,Изменение,15680,4271,0,11409,31360,2025-02-01
SMLT-3.25,Количество лиц,1019,983,1,50,2053,2025-02-01
GMKN-3.25,Открытые позиции,352428,81780,87145,357793,879146,2025-02-01
GMKN-3.25,Изменение,3883,-6618,-419,10082,6928,2025-02-01
GMKN-3.25,Количество лиц,1079,572,5,53,1709,2025-02-01
YDEX-3.25,Открытые позиции,174733,32497,12566,154802,374598,2025-02-01
YDEX-3.25,Изменение,-2952,-80,-28,-2900,-5960,2025-02-01
YDEX-3.25,Количество лиц,1357,369,6,40,1772,2025-02-01
MGNT-3.25,Открытые позиции,65548,66927,169290,167911,469676,2025-02-01
MGNT-3.25,Изменение,-2042,-2478,-6790,-6354,-17664,2025-02-01
MGNT-3.25,Количество лиц,1131,535,10,47,1723,2025-02-01
ISKJ-3.25,Открытые позиции,11802,5350,0,6452,23604,2025-02-01
ISKJ-3.25,Изменение,-100,7,0,-107,-200,2025-02-01
ISKJ-3.25,Количество лиц,88,36,0,10,134,2025-02-01
VTBR-3.25,Открытые позиции,87509,23478,68924,132955,312866,2025-02-01
VTBR-3.25,Изменение,4985,-2718,2934,10637,15838,2025-02-01
VTBR-3.25,Количество лиц,1316,688,9,38,2051,2025-02-01
SGZH-3.25,Открытые позиции,133888,97168,0,36720,267776,2025-02-01
SGZH-3.25,Изменение,8581,-225,0,8806,17162,2025-02-01
SGZH-3.25,Количество лиц,750,399,0,19,1168,2025-02-01
TRNF-3.25,Открытые позиции,101227,42572,10036,68691,222526,2025-02-01
TRNF-3.25,Изменение,7512,10382,74,-2796,15172,2025-02-01
TRNF-3.25,Количество лиц,773,245,4,14,1036,2025-02-01
WUSH-3.25,Открытые позиции,52783,19528,566,33821,106698,2025-02-01
WUSH-3.25,Изменение,-959,-315,243,-401,-1432,2025-02-01
WUSH-3.25,Количество лиц,447,171,2,18,638,2025-02-01
VKCO-3.25,Открытые позиции,58097,26705,4367,35759,124928,2025-02-01
VKCO-3.25,Изменение,-2007,-1504,1134,631,-1746,2025-02-01
VKCO-3.25,Количество лиц,776,464,6,19,1265,2025-02-01
ALIBABA-3.25,Открытые позиции,12898,2820,500,10578,26796,2025-02-01
ALIBABA-3.25,Изменение,1510,673,0,837,3020,2025-02-01
ALIBABA-3.25,Количество лиц,410,109,1,3,523,2025-02-01
BAIDU-3.25,Открытые позиции,14763,1604,0,13159,29526,2025-02-01
BAIDU-3.25,Изменение,-2568,292,0,-2860,-5136,2025-02-01
BAIDU-3.25,Количество лиц,235,53,0,3,291,2025-02-01
SIBN-3.25,Открытые позиции,13855,7580,111,6386,27932,2025-02-01
SIBN-3.25,Изменение,501,969,-60,-528,882,2025-02-01
SIBN-3.25,Количество лиц,434,170,3,11,618,2025-02-01
SBERF,Открытые позиции,34573,16231,419,18761,69984,2025-02-01
SBERF,Изменение,489,-736,-26,1199,926,2025-02-01
SBERF,Количество лиц,1011,361,3,27,1402,2025-02-01
RNFT-3.25,Открытые позиции,25039,43233,25046,6852,100170,2025-02-01
RNFT-3.25,Изменение,899,-1073,-1844,128,-1890,2025-02-01
RNFT-3.25,Количество лиц,297,435,2,6,740,2025-02-01
GAZPF,Открытые позиции,51183,24684,8118,34617,118602,2025-02-01
GAZPF,Изменение,1247,-225,-353,1119,1788,2025-02-01
GAZPF,Количество лиц,720,345,7,19,1091,2025-02-01
MVID-3.25,Открытые позиции,26741,28497,1796,40,57074,2025-02-01
MVID-3.25,Изменение,-167,-1532,-1375,-10,-3084,2025-02-01
MVID-3.25,Количество лиц,195,225,2,1,423,2025-02-01
PIKK-3.25,Открытые позиции,10679,106169,95624,134,212606,2025-02-01
PIKK-3.25,Изменение,609,3321,316,-2396,1850,2025-02-01
PIKK-3.25,Количество лиц,302,1319,13,2,1636,2025-02-01
BELUGA-3.25,Открытые позиции,32292,16967,0,15325,64584,2025-02-01
BELUGA-3.25,Изменение,-1112,-234,0,-878,-2224,2025-02-01
BELUGA-3.25,Количество лиц,215,87,0,7,309,2025-02-01
MTLR-3.25,Открытые позиции,9129,21712,14570,1987,47398,2025-02-01
MTLR-3.25,Изменение,-313,-758,143,588,-340,2025-02-01
MTLR-3.25,Количество лиц,404,545,4,12,965,2025-02-01
POSI-3.25,Открытые позиции,71065,37071,775,34769,143680,2025-02-01
POSI-3.25,Изменение,2001,4511,252,-2258,4506,2025-02-01
POSI-3.25,Количество лиц,776,190,3,18,987,2025-02-01
ASTR-3.25,Открытые позиции,52234,29280,110,23064,104688,2025-02-01
ASTR-3.25,Изменение,528,-285,-22,791,1012,2025-02-01
ASTR-3.25,Количество лиц,390,142,1,9,542,2025-02-01
SOFL-3.25,Открытые позиции,16596,2251,148,14493,33488,2025-02-01
SOFL-3.25,Изменение,613,-46,-15,644,1196,2025-02-01
SOFL-3.25,Количество лиц,178,58,1,10,247,2025-02-01
ALRS-3.25,Открытые позиции,34576,7791,79108,105893,227368,2025-02-01
ALRS-3.25,Изменение,1634,-237,0,1871,3268,2025-02-01
ALRS-3.25,Количество лиц,584,250,2,36,872,2025-02-01
NLMK-3.25,Открытые позиции,34074,4519,2009,31564,72166,2025-02-01
NLMK-3.25,Изменение,-446,-479,8,41,-876,2025-02-01
NLMK-3.25,Количество лиц,452,274,3,26,755,2025-02-01
AFLT-3.25,Открытые позиции,19160,20541,4266,2885,46852,2025-02-01
AFLT-3.25,Изменение,-10104,-750,3481,-5873,-13246,2025-02-01
AFLT-3.25,Количество лиц,531,484,7,7,1029,2025-02-01
BANE-3.25,Открытые позиции,5603,12559,7340,384,25886,2025-02-01
