Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,625859,212146,37303,451016,1326324,2025-03-20
IMOEXF,Изменение,2514,-2292,-768,4038,3492,2025-03-20
IMOEXF,Количество лиц,7589,2002,28,32,9651,2025-03-20
SBER,Открытые позиции,159622,77651,263227,345198,845698,2025-03-20
SBER,Изменение,-14501,-7231,30796,23526,32590,2025-03-20
SBER,Количество лиц,4247,1635,73,53,6008,2025-03-20
GAZP,Открытые позиции,257988,53164,314455,519279,1144886,2025-03-20
GAZP,Изменение,-1911,2736,15936,11289,28050,2025-03-20
GAZP,Количество лиц,2957,1241,53,49,4300,2025-03-20
SMLT,Открытые позиции,227413,123185,29152,133380,513130,2025-03-20
SMLT,Изменение,-23030,1937,22936,-2031,-188,2025-03-20
SMLT,Количество лиц,852,451,12,19,1334,2025-03-20
GMKN,Открытые позиции,327999,65514,126515,389000,909028,2025-03-20
GMKN,Изменение,-69356,-12032,28839,-28485,-81034,2025-03-20
GMKN,Количество лиц,1412,459,24,51,1946,2025-03-20
YDEX,Открытые позиции,123316,25829,63503,160990,373638,2025-03-20
YDEX,Изменение,-13158,-5140,11810,3792,-2696,2025-03-20
YDEX,Количество лиц,1186,271,18,26,1501,2025-03-20
MGNT,Открытые позиции,57258,43403,197716,211571,509948,2025-03-20
MGNT,Изменение,-10747,-388,24947,14588,28400,2025-03-20
MGNT,Количество лиц,995,255,22,41,1313,2025-03-20
ABIO,Открытые позиции,13381,2619,0,10762,26762,2025-03-20
ABIO,Изменение,2,-18,0,20,4,2025-03-20
ABIO,Количество лиц,60,31,0,9,100,2025-03-20
VTBR,Открытые позиции,201568,13554,103000,291014,609136,2025-03-20
VTBR,Изменение,-17390,-3918,30232,16760,25684,2025-03-20
VTBR,Количество лиц,2663,519,27,27,3236,2025-03-20
SGZH,Открытые позиции,76222,87266,18729,7685,189902,2025-03-20
SGZH,Изменение,-6668,-1977,-1138,-5829,-15612,2025-03-20
SGZH,Количество лиц,682,466,7,13,1168,2025-03-20
TRNFP,Открытые позиции,144402,19925,19772,144249,328348,2025-03-20
TRNFP,Изменение,-22499,3446,11811,-14134,-21376,2025-03-20
TRNFP,Количество лиц,815,160,7,17,999,2025-03-20
WUSH,Открытые позиции,77384,17320,710,60774,156188,2025-03-20
WUSH,Изменение,-6265,1055,10,-7310,-12510,2025-03-20
WUSH,Количество лиц,656,209,2,24,891,2025-03-20
VKCO,Открытые позиции,67597,8000,5632,65229,146458,2025-03-20
VKCO,Изменение,-2022,253,371,-1904,-3302,2025-03-20
VKCO,Количество лиц,779,210,8,26,1023,2025-03-20
BABA,Открытые позиции,11660,20165,13993,5488,51306,2025-03-20
BABA,Изменение,25,-313,-536,-198,-1022,2025-03-20
BABA,Количество лиц,375,223,5,4,607,2025-03-20
BIDU,Открытые позиции,46095,2653,1,43443,92192,2025-03-20
BIDU,Изменение,9609,-1619,0,11228,19218,2025-03-20
BIDU,Количество лиц,227,74,1,4,306,2025-03-20
SIBN,Открытые позиции,36896,3934,3474,36436,80740,2025-03-20
SIBN,Изменение,-4117,119,2522,-1714,-3190,2025-03-20
SIBN,Количество лиц,743,100,8,20,871,2025-03-20
RNFT,Открытые позиции,37026,21262,2346,18110,78744,2025-03-20
RNFT,Изменение,-3900,4151,1048,-7003,-5704,2025-03-20
RNFT,Количество лиц,264,213,4,22,503,2025-03-20
MVID,Открытые позиции,20853,26280,8089,2662,57884,2025-03-20
MVID,Изменение,-931,-2197,165,1431,-1532,2025-03-20
MVID,Количество лиц,197,230,5,3,435,2025-03-20
PIKK,Открытые позиции,12903,32792,20817,928,67440,2025-03-20
PIKK,Изменение,-885,-658,-1108,-1335,-3986,2025-03-20
PIKK,Количество лиц,323,359,10,9,701,2025-03-20
BELU,Открытые позиции,26724,13613,20,13131,53488,2025-03-20
BELU,Изменение,-1102,1218,-69,-2389,-2342,2025-03-20
BELU,Количество лиц,181,70,1,7,259,2025-03-20
MTLR,Открытые позиции,8021,20677,13366,710,42774,2025-03-20
MTLR,Изменение,-267,583,666,-184,798,2025-03-20
MTLR,Количество лиц,404,421,11,2,838,2025-03-20
POSI,Открытые позиции,89631,59578,633,30686,180528,2025-03-20
POSI,Изменение,-2259,-8265,266,6272,-3986,2025-03-20
POSI,Количество лиц,989,152,2,14,1157,2025-03-20
ASTR,Открытые позиции,90890,11374,19150,98666,220080,2025-03-20
ASTR,Изменение,-182,1737,4577,2658,8790,2025-03-20
ASTR,Количество лиц,556,98,6,11,671,2025-03-20
SOFL,Открытые позиции,23900,4820,67,19147,47934,2025-03-20
SOFL,Изменение,-867,1359,54,-2172,-1626,2025-03-20
SOFL,Количество лиц,202,59,2,11,274,2025-03-20
ALRS,Открытые позиции,18869,14529,106620,110960,250978,2025-03-20
ALRS,Изменение,-2128,-2367,1258,1497,-1740,2025-03-20
ALRS,Количество лиц,474,220,23,35,752,2025-03-20
NLMK,Открытые позиции,20541,4876,5477,21142,52036,2025-03-20
NLMK,Изменение,-65,248,2087,1774,4044,2025-03-20
NLMK,Количество лиц,454,214,6,25,699,2025-03-20
AFLT,Открытые позиции,30339,17936,4322,16725,69322,2025-03-20
AFLT,Изменение,-3404,-884,1085,-1435,-4638,2025-03-20
AFLT,Количество лиц,656,326,12,28,1022,2025-03-20
BANE,Открытые позиции,4201,6590,3935,1546,16272,2025-03-20
BANE,Изменение,-33,-492,463,922,860,2025-03-20
BANE,Количество лиц,134,77,6,12,229,2025-03-20
RUAL,Открытые позиции,28524,5944,1383,23963,59814,2025-03-20
RUAL,Изменение,-2052,-928,-83,-1207,-4270,2025-03-20
RUAL,Количество лиц,459,161,8,19,647,2025-03-20
LEAS,Открытые позиции,25784,8958,1555,18381,54678,2025-03-20
LEAS,Изменение,-871,403,1432,158,1122,2025-03-20
LEAS,Количество лиц,190,73,2,10,275,2025-03-20
AFKS,Открытые позиции,7779,4575,1566,4770,18690,2025-03-20
AFKS,Изменение,406,-364,371,1141,1554,2025-03-20
AFKS,Количество лиц,291,254,10,18,573,2025-03-20
RTKM,Открытые позиции,11579,4752,59849,66676,142856,2025-03-20
RTKM,Изменение,-352,-612,549,809,394,2025-03-20
RTKM,Количество лиц,314,108,13,19,454,2025-03-20
SFIN,Открытые позиции,18843,9233,0,9610,37686,2025-03-20
SFIN,Изменение,-1035,-1398,-59,304,-2188,2025-03-20
SFIN,Количество лиц,218,69,0,11,298,2025-03-20
MOEX,Открытые позиции,19738,4108,1237,16867,41950,2025-03-20
MOEX,Изменение,-2150,86,796,-1440,-2708,2025-03-20
MOEX,Количество лиц,1030,151,9,13,1203,2025-03-20
SBERP,Открытые позиции,5742,1647,1808,5903,15100,2025-03-20
SBERP,Изменение,-369,-545,80,256,-578,2025-03-20
SBERP,Количество лиц,269,82,8,25,384,2025-03-20
ROSN,Открытые позиции,7307,1721,15888,21474,46390,2025-03-20
ROSN,Изменение,-367,-137,776,546,818,2025-03-20
ROSN,Количество лиц,709,227,27,28,991,2025-03-20
T,Открытые позиции,7482,1090,5406,11798,25776,2025-03-20
T,Изменение,-3617,-563,2407,-647,-2420,2025-03-20
T,Количество лиц,251,88,18,4,361,2025-03-20
FESH,Открытые позиции,4249,3386,761,1624,10020,2025-03-20
FESH,Изменение,-529,-402,259,132,-540,2025-03-20
FESH,Количество лиц,119,84,2,8,213,2025-03-20
PHOR,Открытые позиции,42933,3119,376,40190,86618,2025-03-20
PHOR,Изменение,-244,-96,180,32,-128,2025-03-20
PHOR,Количество лиц,242,119,3,20,384,2025-03-20
SVCB,Открытые позиции,78033,7339,4263,74957,164592,2025-03-20
SVCB,Изменение,-3798,-813,933,-2052,-5730,2025-03-20
SVCB,Количество лиц,318,133,3,16,470,2025-03-20
CBOM,Открытые позиции,331,5063,7956,3224,16574,2025-03-20
CBOM,Изменение,-64,-685,-418,203,-964,2025-03-20
CBOM,Количество лиц,45,149,4,11,209,2025-03-20
LKOH,Открытые позиции,7169,3847,3292,6614,20922,2025-03-20
LKOH,Изменение,-192,364,154,-402,-76,2025-03-20
LKOH,Количество лиц,957,264,17,27,1265,2025-03-20
KMAZ,Открытые позиции,11431,1300,442,10573,23746,2025-03-20
KMAZ,Изменение,319,-44,353,716,1344,2025-03-20
KMAZ,Количество лиц,180,47,3,9,239,2025-03-20
SNGS,Открытые позиции,13707,2493,2541,13755,32496,2025-03-20
SNGS,Изменение,57,880,1094,271,2302,2025-03-20
SNGS,Количество лиц,385,75,13,26,499,2025-03-20
HYDR,Открытые позиции,8132,1365,1021,7788,18306,2025-03-20
HYDR,Изменение,-1044,-194,172,-678,-1744,2025-03-20
HYDR,Количество лиц,220,83,3,12,318,2025-03-20
NVTK,Открытые позиции,4781,2342,2699,5138,14960,2025-03-20
