Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
SGZH-12.24,Открытые позиции,143864,160779,17115,200,321958,2024-12-27
SMLT-12.24,Изменение,6367,-4444,-6579,4232,-424,2024-12-27
SGZH-12.24,Количество лиц,779,429,3,2,1213,2024-12-27
GAZR-12.24,Открытые позиции,135720,104499,194947,226168,661334,2024-12-27
SBRF-12.24,Изменение,-20781,-3492,15884,-1405,-9794,2024-12-27
GAZR-12.24,Количество лиц,2218,1835,33,31,4117,2024-12-27
GMKN-12.24,Открытые позиции,307204,89680,46512,264036,707432,2024-12-27
RNFT-12.24,Изменение,-4444,-1920,0,-2524,-8888,2024-12-27
GMKN-12.24,Количество лиц,948,432,9,44,1433,2024-12-27
SBRF-12.24,Открытые позиции,161639,125351,120760,157048,564798,2024-12-27
RUAL-12.24,Изменение,-16,-1580,141,1705,250,2024-12-27
SBRF-12.24,Количество лиц,4158,2780,68,29,7035,2024-12-27
SMLT-12.24,Открытые позиции,184338,194591,15066,4813,398808,2024-12-27
GAZPF,Изменение,-3575,-1520,260,-1795,-6630,2024-12-27
SMLT-12.24,Количество лиц,822,685,3,8,1518,2024-12-27
VTBR-12.24,Открытые позиции,65570,27009,31110,69671,193360,2024-12-27
MVID-12.24,Изменение,-8016,-1282,6737,3,-2558,2024-12-27
VTBR-12.24,Количество лиц,1202,647,11,6,1866,2024-12-27
YDEX-12.24,Открытые позиции,183443,34547,1756,150652,370398,2024-12-27
CBOM-12.24,Изменение,144,-1073,-1123,94,-1958,2024-12-27
YDEX-12.24,Количество лиц,1250,369,7,46,1672,2024-12-27
MGNT-12.24,Открытые позиции,34612,33728,31482,32366,132188,2024-12-27
LEAS-12.24,Изменение,2673,-851,-578,2946,4190,2024-12-27
MGNT-12.24,Количество лиц,722,363,16,5,1106,2024-12-27
GAZPF,Открытые позиции,51810,31327,15781,36264,135182,2024-12-27
KMAZ-12.24,Изменение,1180,-823,-42,1961,2276,2024-12-27
GAZPF,Количество лиц,786,274,7,13,1080,2024-12-27
TRNF-12.24,Открытые позиции,66975,36778,7434,37631,148818,2024-12-27
SVCB-12.24,Изменение,4,-804,1570,2378,3148,2024-12-27
TRNF-12.24,Количество лиц,611,204,3,13,831,2024-12-27
VKCO-12.24,Открытые позиции,35529,27152,2278,10655,75614,2024-12-27
AFKS-12.24,Изменение,524,-737,-46,1215,956,2024-12-27
VKCO-12.24,Количество лиц,543,401,5,19,968,2024-12-27
ALRS-12.24,Открытые позиции,21820,11813,88071,98078,219782,2024-12-27
