Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,428470,227431,36869,237908,930678,2025-02-05
IMOEXF,Изменение,3148,-10433,-9768,3813,-13240,2025-02-05
IMOEXF,Количество лиц,5597,2615,27,17,8256,2025-02-05
SBRF-3.25,Открытые позиции,139738,101041,195975,234672,671426,2025-02-05
SBRF-3.25,Изменение,-4791,5839,12032,1402,14482,2025-02-05
SBRF-3.25,Количество лиц,3912,2464,62,55,6493,2025-02-05
GAZR-3.25,Открытые позиции,160127,76567,180134,263694,680522,2025-02-05
GAZR-3.25,Изменение,3450,-2514,-6600,-636,-6300,2025-02-05
GAZR-3.25,Количество лиц,2821,1818,36,62,4737,2025-02-05
SMLT-3.25,Открытые позиции,268432,195669,5767,78530,548398,2025-02-05
SMLT-3.25,Изменение,-4072,17442,228,-21286,-7688,2025-02-05
SMLT-3.25,Количество лиц,1016,986,2,41,2045,2025-02-05
GMKN-3.25,Открытые позиции,353935,87608,87399,353726,882668,2025-02-05
GMKN-3.25,Изменение,-4280,429,149,-4560,-8262,2025-02-05
GMKN-3.25,Количество лиц,1169,614,7,59,1849,2025-02-05
YDEX-3.25,Открытые позиции,178258,32155,12172,158275,380860,2025-02-05
YDEX-3.25,Изменение,2335,96,0,2239,4670,2025-02-05
YDEX-3.25,Количество лиц,1358,383,5,57,1803,2025-02-05
MGNT-3.25,Открытые позиции,67179,69070,162447,160556,459252,2025-02-05
MGNT-3.25,Изменение,1826,1953,-4036,-4163,-4420,2025-02-05
MGNT-3.25,Количество лиц,1130,515,10,48,1703,2025-02-05
ISKJ-3.25,Открытые позиции,11983,5436,0,6547,23966,2025-02-05
ISKJ-3.25,Изменение,371,-132,0,503,742,2025-02-05
ISKJ-3.25,Количество лиц,94,38,0,11,143,2025-02-05
VTBR-3.25,Открытые позиции,95296,28794,67672,134174,325936,2025-02-05
VTBR-3.25,Изменение,5330,-1671,-5892,1109,-1124,2025-02-05
VTBR-3.25,Количество лиц,1427,750,5,39,2221,2025-02-05
SGZH-3.25,Открытые позиции,129332,104372,0,24960,258664,2025-02-05
SGZH-3.25,Изменение,-1542,4287,-48,-5877,-3180,2025-02-05
SGZH-3.25,Количество лиц,704,396,0,17,1117,2025-02-05
