Contract Code,Metric,Value1,Value2,Value3,Value4,Value5,Date
IMOEXF,Открытые позиции,399055,255950,59128,202233,916366,2025-02-11
IMOEXF,Изменение,20300,21781,3703,2222,48006,2025-02-11
IMOEXF,Количество лиц,5326,3118,34,15,8493,2025-02-11
SBRF-3.25,Открытые позиции,216337,98867,183867,301337,800408,2025-02-11
SBRF-3.25,Изменение,35495,10125,1253,26623,73496,2025-02-11
SBRF-3.25,Количество лиц,4609,2372,64,82,7127,2025-02-11
GAZR-3.25,Открытые позиции,155662,81291,200008,274379,711340,2025-02-11
GAZR-3.25,Изменение,1132,395,2254,2991,6772,2025-02-11
GAZR-3.25,Количество лиц,2900,1804,52,65,4821,2025-02-11
SMLT-3.25,Открытые позиции,286582,170325,3706,119963,580576,2025-02-11
SMLT-3.25,Изменение,14837,2821,447,12463,30568,2025-02-11
SMLT-3.25,Количество лиц,1006,872,2,53,1933,2025-02-11
GMKN-3.25,Открытые позиции,359686,112654,90412,337444,900196,2025-02-11
GMKN-3.25,Изменение,-18272,31375,1240,-48407,-34064,2025-02-11
GMKN-3.25,Количество лиц,1232,732,10,41,2015,2025-02-11
YDEX-3.25,Открытые позиции,173715,34304,15808,155219,379046,2025-02-11
YDEX-3.25,Изменение,-2184,-1195,422,-567,-3524,2025-02-11
YDEX-3.25,Количество лиц,1420,448,7,40,1915,2025-02-11
MGNT-3.25,Открытые позиции,73075,76670,160640,157045,467430,2025-02-11
MGNT-3.25,Изменение,4882,2089,-66,2727,9632,2025-02-11
MGNT-3.25,Количество лиц,1260,446,9,49,1764,2025-02-11
ISKJ-3.25,Открытые позиции,18071,6192,0,11879,36142,2025-02-11
ISKJ-3.25,Изменение,1434,810,0,624,2868,2025-02-11
ISKJ-3.25,Количество лиц,78,41,0,11,130,2025-02-11
VTBR-3.25,Открытые позиции,105389,25750,75366,155005,361510,2025-02-11
VTBR-3.25,Изменение,9362,-2774,5041,17177,28806,2025-02-11
VTBR-3.25,Количество лиц,1449,667,9,40,2165,2025-02-11
SGZH-3.25,Открытые позиции,133572,104045,0,29527,267144,2025-02-11
SGZH-3.25,Изменение,-297,-1598,-302,999,-1198,2025-02-11
SGZH-3.25,Количество лиц,674,375,0,22,1071,2025-02-11
TRNF-3.25,Открытые позиции,111246,19980,4584,95850,231660,2025-02-11
TRNF-3.25,Изменение,6983,-14187,0,21170,13966,2025-02-11
TRNF-3.25,Количество лиц,811,217,3,27,1058,2025-02-11
WUSH-3.25,Открытые позиции,52018,22280,1192,30930,106420,2025-02-11
WUSH-3.25,Изменение,-219,408,168,-459,-102,2025-02-11
WUSH-3.25,Количество лиц,474,181,3,16,674,2025-02-11
VKCO-3.25,Открытые позиции,94399,17267,3714,80846,196226,2025-02-11
VKCO-3.25,Изменение,3218,982,-720,1516,4996,2025-02-11
VKCO-3.25,Количество лиц,1012,384,4,23,1423,2025-02-11
ALIBABA-3.25,Открытые позиции,9392,5106,500,4786,19784,2025-02-11
ALIBABA-3.25,Изменение,-550,1474,0,-2024,-1100,2025-02-11
ALIBABA-3.25,Количество лиц,391,213,1,3,608,2025-02-11
BAIDU-3.25,Открытые позиции,16692,1328,0,15364,33384,2025-02-11
BAIDU-3.25,Изменение,-826,5,0,-831,-1652,2025-02-11
BAIDU-3.25,Количество лиц,298,43,0,3,344,2025-02-11
SIBN-3.25,Открытые позиции,19359,4634,1,14726,38720,2025-02-11
SIBN-3.25,Изменение,2380,162,-101,2117,4558,2025-02-11
SIBN-3.25,Количество лиц,457,152,1,22,632,2025-02-11
SBERF,Открытые позиции,28038,17143,1589,12484,59254,2025-02-11
SBERF,Изменение,-1540,1135,1171,-1504,-738,2025-02-11
SBERF,Количество лиц,990,404,7,19,1420,2025-02-11
RNFT-3.25,Открытые позиции,24819,55105,31149,863,111936,2025-02-11
RNFT-3.25,Изменение,-954,2799,4458,705,7008,2025-02-11
RNFT-3.25,Количество лиц,295,447,3,6,751,2025-02-11
GAZPF,Открытые позиции,40833,25998,8892,23727,99450,2025-02-11
GAZPF,Изменение,-2346,2088,572,-3862,-3548,2025-02-11
GAZPF,Количество лиц,750,387,6,16,1159,2025-02-11
MVID-3.25,Открытые позиции,25024,28884,4003,143,58054,2025-02-11
MVID-3.25,Изменение,495,-310,-670,135,-350,2025-02-11
MVID-3.25,Количество лиц,181,211,1,3,396,2025-02-11
PIKK-3.25,Открытые позиции,10095,89035,82055,3115,184300,2025-02-11
PIKK-3.25,Изменение,-125,-1972,-924,923,-2098,2025-02-11
PIKK-3.25,Количество лиц,274,1261,8,12,1555,2025-02-11
BELUGA-3.25,Открытые позиции,39167,15797,0,23370,78334,2025-02-11
BELUGA-3.25,Изменение,351,174,0,177,702,2025-02-11
BELUGA-3.25,Количество лиц,223,72,0,7,302,2025-02-11
MTLR-3.25,Открытые позиции,9760,21399,14455,2816,48430,2025-02-11
MTLR-3.25,Изменение,166,59,-230,-123,-128,2025-02-11
MTLR-3.25,Количество лиц,448,532,6,13,999,2025-02-11
POSI-3.25,Открытые позиции,138586,64249,3045,77382,283262,2025-02-11
POSI-3.25,Изменение,1097,399,953,1651,4100,2025-02-11
POSI-3.25,Количество лиц,1508,649,7,21,2185,2025-02-11
ASTR-3.25,Открытые позиции,47281,20233,270,27318,95102,2025-02-11
ASTR-3.25,Изменение,2293,-7365,-23,9635,4540,2025-02-11
ASTR-3.25,Количество лиц,383,124,2,10,519,2025-02-11
SOFL-3.25,Открытые позиции,19392,3166,32,16258,38848,2025-02-11
SOFL-3.25,Изменение,-760,1111,0,-1871,-1520,2025-02-11
SOFL-3.25,Количество лиц,204,72,2,11,289,2025-02-11
ALRS-3.25,Открытые позиции,29497,8109,79439,100827,217872,2025-02-11
ALRS-3.25,Изменение,658,386,94,366,1504,2025-02-11
ALRS-3.25,Количество лиц,609,273,6,40,928,2025-02-11
NLMK-3.25,Открытые позиции,37736,4705,2029,35060,79530,2025-02-11
NLMK-3.25,Изменение,553,30,-3,520,1100,2025-02-11
NLMK-3.25,Количество лиц,539,279,4,34,856,2025-02-11
AFLT-3.25,Открытые позиции,26418,22842,3272,6848,59380,2025-02-11
AFLT-3.25,Изменение,2716,342,112,2486,5656,2025-02-11
AFLT-3.25,Количество лиц,594,452,6,28,1080,2025-02-11
BANE-3.25,Открытые позиции,4717,11856,7413,274,24260,2025-02-11
BANE-3.25,Изменение,-86,-836,-978,-228,-2128,2025-02-11
BANE-3.25,Количество лиц,156,126,4,2,288,2025-02-11
RUAL-3.25,Открытые позиции,12451,5858,636,7229,26174,2025-02-11
RUAL-3.25,Изменение,-702,-36,-59,-725,-1522,2025-02-11
RUAL-3.25,Количество лиц,271,165,6,16,458,2025-02-11
LEAS-3.25,Открытые позиции,38091,11718,140,26513,76462,2025-02-11
LEAS-3.25,Изменение,1272,783,-494,-5,1556,2025-02-11
LEAS-3.25,Количество лиц,238,93,1,14,346,2025-02-11
AFKS-3.25,Открытые позиции,10387,9892,2377,2872,25528,2025-02-11
AFKS-3.25,Изменение,30,-75,-87,18,-114,2025-02-11
AFKS-3.25,Количество лиц,399,309,5,23,736,2025-02-11
RTKM-3.25,Открытые позиции,10641,4447,48361,54555,118004,2025-02-11
RTKM-3.25,Изменение,-369,-83,-90,-376,-918,2025-02-11
RTKM-3.25,Количество лиц,340,133,4,22,499,2025-02-11
SFIN-3.25,Открытые позиции,22484,5703,1,16782,44970,2025-02-11
SFIN-3.25,Изменение,-956,187,0,-1143,-1912,2025-02-11
SFIN-3.25,Количество лиц,241,58,1,12,312,2025-02-11
MOEX-3.25,Открытые позиции,17331,5495,286,12122,35234,2025-02-11
MOEX-3.25,Изменение,585,-327,75,987,1320,2025-02-11
MOEX-3.25,Количество лиц,547,212,7,27,793,2025-02-11
SBPR-3.25,Открытые позиции,5720,2377,315,3658,12070,2025-02-11
SBPR-3.25,Изменение,904,80,235,1059,2278,2025-02-11
SBPR-3.25,Количество лиц,320,148,6,20,494,2025-02-11
ROSN-3.25,Открытые позиции,7486,3331,8719,12874,32410,2025-02-11
ROSN-3.25,Изменение,73,10,-2,61,142,2025-02-11
ROSN-3.25,Количество лиц,829,380,11,36,1256,2025-02-11
TCSI-3.25,Открытые позиции,18770,5894,493,13369,38526,2025-02-11
TCSI-3.25,Изменение,20,-23,-4,39,32,2025-02-11
TCSI-3.25,Количество лиц,772,295,5,21,1093,2025-02-11
